id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11856724,1,2015,0.025,0.000,0.000,0.078,0.000,0.000,0.018,0.000,0.000,0.088,0.030,0.131,0.000,0.017,4,2,0.36598,1,1,1,70,34.0,4.0,,0,0,88,21.0,27.0
11857157,0,2015,0.000,0.000,0.034,0.000,0.021,0.154,0.068,0.116,0.000,0.085,0.149,0.114,0.046,0.000,5,1,0.31696,1,1,1,60,,3.0,,0,0,86,11.0,14.0
11857845,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.026,0.000,0.000,0.000,0.000,1,1,0.75926,1,1,0,40,27.0,,93.0,0,0,0,0.0,41.0
11919046,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.000,0.000,0.026,0.000,2,1,0.72619,1,1,1,40,26.0,5.0,,0,1,85,21.0,0.0
11922435,1,2015,0.015,0.000,0.031,0.036,0.000,0.000,0.016,0.099,0.031,0.000,0.000,0.000,0.000,0.000,2,1,0.64894,1,1,1,90,25.0,5.0,,0,0,87,12.0,73.0
11922857,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.013,0.000,0.000,0.013,0.000,0.000,2,2,0.44737,1,1,1,60,34.0,4.0,,0,0,85,59.0,50.0
11928262,1,2015,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,2,2,0.48438,1,1,1,60,32.0,,94.0,0,0,86,5.0,3.0
11934798,1,2015,0.000,0.000,0.000,0.000,0.042,0.072,0.000,0.000,0.000,0.025,0.000,0.035,0.023,0.017,5,1,0.32979,1,1,1,50,32.0,,93.0,0,0,86,5.0,22.0
11935092,1,2015,0.121,0.011,0.045,0.153,0.050,0.060,0.018,0.159,0.194,0.135,0.000,0.011,0.072,0.067,3,1,0.46127,1,1,1,60,27.0,5.0,,0,0,85,52.0,83.0
11935766,1,2015,0.000,0.012,0.000,0.082,0.033,0.000,0.000,0.037,0.022,0.000,0.000,0.046,0.062,0.090,4,1,0.36905,1,1,1,80,32.0,,95.0,0,0,84,47.0,
11936408,1,2015,0.030,0.020,0.031,0.014,0.000,0.014,0.016,0.154,0.031,0.000,0.010,0.000,0.000,0.000,1,1,0.83824,1,1,1,90,34.0,,94.0,0,0,87,24.0,
11937674,1,2015,0.000,0.035,0.017,0.046,0.077,0.020,0.018,0.000,0.109,0.105,0.067,0.000,0.129,0.063,3,2,0.42523,1,1,1,70,32.0,4.0,,0,0,86,76.0,
11943275,1,2015,0.000,0.000,0.014,0.166,0.000,0.000,0.000,0.062,0.047,0.032,0.196,0.000,0.045,0.000,3,1,0.39803,1,1,1,50,33.0,,95.0,0,0,85,5.0,
11943697,1,2015,0.054,0.191,0.034,0.071,0.085,0.174,0.018,0.089,0.034,0.160,0.109,0.103,0.043,0.066,3,2,0.38736,1,1,1,60,39.0,4.0,,0,0,83,31.0,30.0
11944537,1,2015,0.000,0.000,0.000,0.015,0.000,0.065,0.040,0.049,0.000,0.000,0.000,0.000,0.000,0.000,5,1,0.32979,1,1,1,80,26.0,6.0,,0,0,86,93.0,89.0
11950731,1,2015,0.012,0.047,0.046,0.000,0.000,0.016,0.042,0.025,0.031,0.032,0.129,0.014,0.000,0.000,5,1,0.41156,1,1,1,90,19.0,4.0,,0,0,91,74.0,52.0
11953555,1,2015,0.054,0.038,0.000,0.223,0.014,0.062,0.018,0.140,0.000,0.022,0.000,0.035,0.054,0.025,2,1,0.63793,1,1,1,90,28.0,6.0,,0,0,86,42.0,24.0
11961820,1,2015,0.000,0.055,0.000,0.089,0.113,0.180,0.000,0.000,0.043,0.044,0.000,0.048,0.065,0.084,6,1,0.34804,1,1,1,80,27.0,4.0,,0,0,86,44.0,71.0
11963044,1,2015,0.040,0.000,0.014,0.019,0.000,0.000,0.086,0.031,0.000,0.000,0.082,0.000,0.088,0.000,3,1,0.32042,1,1,1,60,21.0,5.0,,0,0,79,0.0,0.0
11963640,1,2015,0.054,0.035,0.034,0.027,0.000,0.030,0.000,0.053,0.000,0.027,0.021,0.062,0.069,0.025,2,1,0.65984,1,1,1,70,33.0,7.0,,0,0,89,72.0,63.0
11964181,1,2015,0.000,0.216,0.000,0.000,0.029,0.000,0.099,0.061,0.000,0.059,0.282,0.022,0.026,0.055,5,1,0.41156,1,1,1,90,27.0,4.0,,0,0,87,3.0,29.0
11964769,1,2015,0.144,0.104,0.014,0.027,0.029,0.059,0.000,0.090,0.037,0.037,0.000,0.044,0.023,0.050,3,1,0.68079,1,1,1,70,30.0,4.0,,0,0,83,38.0,74.0
11964934,1,2015,0.036,0.020,0.182,0.000,0.015,0.000,0.031,0.021,0.018,0.000,0.000,0.047,0.000,0.086,2,1,0.49554,1,1,1,50,35.0,7.0,,0,0,81,60.0,82.0
11965004,1,2015,0.000,0.120,0.000,0.000,0.021,0.072,0.000,0.073,0.000,0.025,0.134,0.057,0.000,0.000,3,1,0.35417,1,1,1,60,32.0,5.0,,0,0,89,12.0,19.0
11966152,1,2015,0.000,0.026,0.000,0.051,0.021,0.000,0.045,0.047,0.032,0.026,0.000,0.022,0.014,0.017,4,1,0.33117,1,1,1,90,27.0,4.0,,0,0,84,89.0,75.0
11966494,1,2015,0.054,0.000,0.024,0.027,0.078,0.030,0.031,0.028,0.000,0.015,0.000,0.018,0.023,0.146,3,1,0.35827,1,1,1,70,34.0,4.0,,0,0,88,4.0,48.0
11966579,1,2015,0.070,0.000,0.000,0.045,0.000,0.000,0.000,0.085,0.000,0.000,0.000,0.016,0.012,0.000,3,1,0.52597,1,1,1,60,33.0,5.0,,0,0,84,7.0,
11966589,1,2015,0.070,0.000,0.017,0.183,0.000,0.050,0.047,0.044,0.000,0.015,0.000,0.000,0.157,0.025,2,2,0.47436,1,1,1,80,31.0,5.0,,0,0,80,15.0,25.0
11969511,1,2015,0.025,0.000,0.000,0.000,0.000,0.032,0.018,0.034,0.000,0.000,0.000,0.000,0.000,0.000,3,2,0.36905,1,1,1,60,30.0,6.0,,0,0,93,,
11972007,1,2015,0.000,0.011,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.147,0.021,0.000,0.026,0.084,2,2,0.46552,1,1,1,50,35.0,,94.0,0,0,86,26.0,86.0
11972185,1,2015,0.054,0.047,0.000,0.070,0.000,0.086,0.025,0.028,0.000,0.000,0.179,0.000,0.136,0.025,2,2,0.41393,1,1,1,70,37.0,6.0,,0,0,89,11.0,19.0
11972755,1,2015,0.000,0.012,0.015,0.092,0.101,0.014,0.045,0.000,0.070,0.032,0.021,0.000,0.068,0.126,3,1,0.38060,1,1,1,70,34.0,,94.0,0,0,87,47.0,57.0
11972793,1,2015,0.000,0.000,0.034,0.014,0.021,0.028,0.047,0.117,0.015,0.000,0.039,0.111,0.020,0.121,2,1,0.72697,1,1,1,80,32.0,6.0,,0,0,91,63.0,55.0
11973980,1,2015,0.000,0.000,0.000,0.030,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,1,0.57258,1,1,1,60,28.0,3.0,,0,0,83,,
11974964,1,2015,0.016,0.000,0.000,0.157,0.047,0.049,0.000,0.016,0.022,0.033,0.027,0.000,0.077,0.082,3,2,0.41753,1,1,1,70,33.0,6.0,,0,0,88,38.0,42.0
11975110,1,2015,0.000,0.061,0.046,0.090,0.068,0.086,0.031,0.025,0.107,0.044,0.000,0.053,0.034,0.131,5,1,0.44161,1,1,0,50,25.0,4.0,,0,0,0,21.0,21.0
11976168,1,2015,0.016,0.048,0.000,0.205,0.099,0.000,0.022,0.047,0.135,0.046,0.039,0.022,0.128,0.208,3,1,0.44022,1,1,1,70,28.0,6.0,,0,0,85,0.0,44.0
11976946,1,2015,0.105,0.023,0.031,0.093,0.033,0.030,0.000,0.028,0.034,0.000,0.021,0.000,0.116,0.196,3,2,0.35827,1,1,1,60,26.0,3.0,,0,0,83,47.0,0.0
11978541,1,2015,0.016,0.020,0.000,0.019,0.021,0.000,0.047,0.060,0.015,0.026,0.064,0.080,0.000,0.201,3,2,0.35563,1,1,1,80,33.0,8.0,,0,0,91,68.0,76.0
11979298,1,2015,0.000,0.090,0.031,0.089,0.048,0.000,0.049,0.056,0.074,0.026,0.048,0.070,0.065,0.167,4,0,0.29310,1,1,1,90,33.0,3.0,,0,0,90,81.0,
11980909,1,2015,0.000,0.000,0.063,0.000,0.000,0.030,0.000,0.025,0.000,0.000,0.000,0.049,0.020,0.000,3,2,0.38060,1,1,1,70,27.0,3.0,,0,0,78,64.0,19.0
11981734,1,2015,0.000,0.000,0.000,0.000,0.035,0.014,0.016,0.000,0.026,0.000,0.000,0.000,0.000,0.000,3,0,0.25000,1,1,1,60,25.0,3.0,,0,0,83,50.0,83.0
11981805,1,2015,0.015,0.000,0.024,0.026,0.015,0.020,0.069,0.058,0.000,0.054,0.021,0.053,0.000,0.040,3,1,0.35965,1,1,1,80,32.0,4.0,,0,0,89,21.0,16.0
11983096,1,2015,0.000,0.011,0.031,0.041,0.000,0.048,0.034,0.074,0.117,0.094,0.000,0.035,0.026,0.000,3,2,0.30597,1,1,1,80,27.0,6.0,,0,0,83,50.0,74.0
11983823,1,2015,0.040,0.026,0.021,0.000,0.085,0.102,0.034,0.060,0.109,0.092,0.044,0.102,0.000,0.000,5,0,0.21795,1,1,1,70,33.0,5.0,,0,0,82,81.0,58.0
11984069,1,2015,0.013,0.087,0.000,0.194,0.049,0.000,0.000,0.000,0.122,0.120,0.028,0.035,0.123,0.027,3,2,0.30682,1,1,1,70,33.0,6.0,,0,0,90,58.0,70.0
11984533,1,2015,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0.79688,1,1,1,80,32.0,5.0,,0,0,86,53.0,52.0
11985232,1,2015,0.054,0.021,0.000,0.027,0.021,0.118,0.000,0.028,0.000,0.025,0.000,0.065,0.023,0.025,4,1,0.32979,1,1,1,50,34.0,,92.0,0,0,78,17.0,7.0
11986575,1,2015,0.015,0.206,0.000,0.046,0.141,0.095,0.036,0.034,0.212,0.116,0.241,0.000,0.077,0.063,3,2,0.33152,1,1,1,80,24.0,4.0,,0,0,86,,
11988723,1,2015,0.000,0.000,0.034,0.000,0.021,0.072,0.000,0.025,0.032,0.077,0.000,0.068,0.020,0.020,3,1,0.48810,1,1,1,70,29.0,6.0,,0,0,82,,77.0
11989799,1,2015,0.131,0.011,0.046,0.157,0.087,0.066,0.000,0.070,0.147,0.078,0.027,0.051,0.162,0.178,4,0,0.23547,1,1,1,60,33.0,6.0,,0,0,86,37.0,79.0
11990167,1,2015,0.000,0.063,0.052,0.000,0.000,0.000,0.000,0.025,0.199,0.093,0.108,0.029,0.000,0.039,2,1,0.47196,1,1,1,70,32.0,6.0,,0,0,94,67.0,58.0
11990591,1,2015,0.068,0.000,0.021,0.026,0.000,0.021,0.000,0.015,0.018,0.063,0.000,0.064,0.000,0.020,3,1,0.44608,1,1,1,50,32.0,5.0,,0,0,83,31.0,46.0
11991043,1,2015,0.000,0.035,0.015,0.092,0.081,0.182,0.089,0.068,0.116,0.015,0.055,0.034,0.111,0.213,3,2,0.35827,1,1,1,70,33.0,6.0,,0,1,94,45.0,
11991510,1,2015,0.000,0.029,0.000,0.000,0.000,0.036,0.000,0.036,0.000,0.036,0.027,0.000,0.043,0.000,4,1,0.35057,1,1,1,70,29.0,5.0,,0,1,93,37.0,21.0
11992826,1,2015,0.017,0.047,0.116,0.000,0.000,0.000,0.000,0.040,0.015,0.032,0.194,0.030,0.000,0.041,4,1,0.49648,1,1,1,60,29.0,4.0,,0,0,87,28.0,
11993737,1,2015,0.026,0.033,0.031,0.036,0.090,0.050,0.018,0.041,0.363,0.183,0.000,0.000,0.000,0.000,2,1,0.67526,1,1,1,80,26.0,4.0,,0,0,86,10.0,0.0
11996007,1,2015,0.013,0.000,0.000,0.046,0.048,0.014,0.000,0.000,0.079,0.037,0.000,0.000,0.034,0.063,5,0,0.29808,1,1,1,80,32.0,4.0,,0,0,83,48.0,67.0
11996091,1,2015,0.131,0.127,0.034,0.159,0.035,0.074,0.025,0.056,0.058,0.026,0.021,0.030,0.237,0.077,3,1,0.38889,1,1,1,60,32.0,5.0,,0,0,85,26.0,25.0
11997269,1,2015,0.069,0.023,0.058,0.027,0.000,0.030,0.016,0.057,0.049,0.081,0.049,0.000,0.023,0.025,5,0,0.20079,1,1,1,90,26.0,7.0,,0,0,85,39.0,25.0
11997528,1,2015,0.013,0.000,0.024,0.041,0.029,0.000,0.013,0.000,0.037,0.059,0.000,0.035,0.000,0.017,5,0,0.17816,1,1,1,70,33.0,5.0,,0,0,89,29.0,77.0
11997576,1,2015,0.054,0.125,0.000,0.131,0.028,0.030,0.000,0.028,0.000,0.032,0.062,0.000,0.023,0.046,3,1,0.49457,1,1,1,60,32.0,6.0,,0,0,83,28.0,54.0
11998051,1,2015,0.000,0.000,0.062,0.000,0.058,0.036,0.052,0.065,0.209,0.149,0.095,0.000,0.000,0.019,1,1,0.75197,1,1,1,70,28.0,5.0,,0,0,86,77.0,88.0
11998343,1,2015,0.067,0.000,0.034,0.073,0.154,0.274,0.031,0.053,0.089,0.154,0.000,0.172,0.097,0.092,5,0,0.28521,1,1,1,80,26.0,4.0,,0,0,87,3.0,4.0
11998994,1,2015,0.012,0.000,0.000,0.000,0.055,0.093,0.000,0.000,0.064,0.015,0.201,0.000,0.000,0.044,4,1,0.33152,1,1,1,90,40.0,4.0,,0,0,90,40.0,83.0
11999641,1,2015,0.036,0.038,0.080,0.109,0.014,0.000,0.000,0.025,0.031,0.000,0.000,0.014,0.031,0.044,3,1,0.37295,1,1,1,80,31.0,6.0,,0,0,91,67.0,80.0
12003437,1,2015,0.074,0.047,0.000,0.027,0.000,0.062,0.063,0.062,0.000,0.000,0.067,0.000,0.039,0.025,3,0,0.27193,1,1,1,70,26.0,3.0,,0,0,88,66.0,89.0
12005436,1,2015,0.054,0.011,0.060,0.027,0.000,0.030,0.075,0.053,0.116,0.034,0.028,0.000,0.191,0.025,3,1,0.37195,1,1,1,60,32.0,,95.0,0,0,69,21.0,18.0
12006595,0,2015,0.000,0.011,0.000,0.118,0.066,0.000,0.049,0.000,0.098,0.051,0.051,0.018,0.068,0.198,2,1,0.42361,1,1,1,30,,,93.0,0,0,82,33.0,6.0
12006651,1,2015,0.054,0.082,0.021,0.073,0.095,0.102,0.000,0.028,0.061,0.025,0.067,0.064,0.057,0.102,4,1,0.39706,1,1,1,40,30.0,,93.0,0,0,81,74.0,67.0
12029835,1,2015,0.015,0.026,0.014,0.000,0.000,0.016,0.000,0.031,0.000,0.000,0.015,0.022,0.000,0.000,4,1,0.36905,1,1,1,50,26.0,3.0,,0,0,87,55.0,33.0
12030044,1,2015,0.000,0.050,0.031,0.029,0.014,0.094,0.000,0.025,0.074,0.015,0.028,0.000,0.017,0.000,4,0,0.21914,1,1,1,70,30.0,5.0,,0,0,87,25.0,25.0
12030182,1,2015,0.069,0.134,0.046,0.101,0.035,0.132,0.000,0.090,0.031,0.047,0.077,0.070,0.023,0.025,6,0,0.20098,1,1,1,70,31.0,4.0,,0,0,89,24.0,75.0
12030264,1,2015,0.000,0.052,0.000,0.000,0.000,0.036,0.016,0.092,0.000,0.000,0.042,0.044,0.043,0.000,4,1,0.39706,1,1,1,70,33.0,3.0,,0,0,88,8.0,23.0
12030336,1,2015,0.000,0.028,0.000,0.000,0.049,0.000,0.000,0.000,0.054,0.031,0.000,0.000,0.000,0.000,3,1,0.48438,1,1,1,50,32.0,2.0,,0,0,90,57.0,70.0
12041160,1,2015,0.013,0.000,0.072,0.017,0.026,0.000,0.049,0.000,0.061,0.093,0.030,0.018,0.014,0.091,4,0,0.26068,1,1,1,70,25.0,4.0,,0,0,86,42.0,
12041882,1,2015,0.115,0.023,0.000,0.027,0.000,0.051,0.057,0.049,0.072,0.019,0.000,0.000,0.023,0.025,3,1,0.41393,1,1,1,60,35.0,5.0,,0,0,89,6.0,22.0
12043171,1,2015,0.012,0.028,0.065,0.000,0.058,0.032,0.065,0.074,0.164,0.097,0.018,0.016,0.132,0.000,5,0,0.21257,1,1,1,90,27.0,6.0,,0,0,85,50.0,31.0
12046963,1,2015,0.000,0.070,0.015,0.157,0.066,0.000,0.000,0.015,0.044,0.000,0.067,0.000,0.082,0.145,2,1,0.69118,1,1,1,70,28.0,5.0,,0,0,87,62.0,91.0
12049608,1,2015,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.099,0.032,0.026,0.000,0.000,0.000,0.000,3,1,0.41892,1,1,1,40,29.0,4.0,,0,0,73,0.0,0.0
12050370,1,2015,0.000,0.000,0.014,0.000,0.091,0.000,0.036,0.000,0.068,0.159,0.010,0.000,0.000,0.000,4,1,0.38587,1,1,1,40,31.0,6.0,,0,0,86,33.0,13.0
12051194,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.029,0.064,0.043,0.097,0.000,0.000,0.065,4,1,0.31098,1,1,1,90,25.0,5.0,,0,0,83,50.0,42.0
12051221,1,2015,0.082,0.114,0.000,0.027,0.000,0.030,0.031,0.028,0.068,0.081,0.187,0.018,0.023,0.080,3,2,0.35057,1,1,1,60,27.0,,93.0,0,0,86,20.0,
12053848,1,2015,0.054,0.011,0.034,0.070,0.050,0.107,0.069,0.028,0.080,0.019,0.021,0.016,0.138,0.055,5,0,0.22263,1,1,1,90,31.0,6.0,,0,0,87,,18.0
12054022,1,2015,0.052,0.000,0.031,0.189,0.099,0.000,0.022,0.000,0.066,0.015,0.000,0.000,0.161,0.233,4,1,0.47810,1,1,1,70,32.0,8.0,,0,0,85,45.0,99.0
12054160,1,2015,0.000,0.058,0.000,0.000,0.032,0.000,0.000,0.000,0.054,0.019,0.067,0.000,0.000,0.014,3,1,0.55405,1,1,1,60,33.0,4.0,,0,0,73,33.0,42.0
12055922,1,2015,0.000,0.000,0.017,0.000,0.000,0.000,0.031,0.000,0.000,0.030,0.000,0.048,0.108,0.067,2,1,0.63194,1,1,1,70,33.0,6.0,,0,0,88,70.0,
12056880,1,2015,0.054,0.000,0.021,0.027,0.063,0.102,0.000,0.028,0.018,0.039,0.000,0.064,0.023,0.069,5,1,0.32979,1,1,1,70,29.0,,94.0,0,0,85,,
12057150,1,2015,0.054,0.073,0.000,0.027,0.000,0.046,0.000,0.084,0.000,0.000,0.098,0.022,0.023,0.025,3,1,0.42045,1,1,1,90,20.0,3.0,,0,0,72,,4.0
12057666,1,2015,0.054,0.029,0.029,0.027,0.029,0.096,0.018,0.028,0.049,0.078,0.039,0.000,0.023,0.062,3,1,0.40432,1,1,1,80,31.0,4.0,,0,0,85,39.0,25.0
12059704,1,2015,0.013,0.012,0.000,0.015,0.044,0.066,0.054,0.034,0.086,0.115,0.069,0.030,0.000,0.149,3,1,0.69408,1,1,1,80,28.0,5.0,,0,0,90,87.0,95.0
12062347,1,2015,0.013,0.000,0.035,0.000,0.064,0.014,0.018,0.000,0.130,0.089,0.039,0.029,0.000,0.000,2,1,0.67910,1,1,1,70,28.0,2.0,,0,0,84,0.0,10.0
12063117,1,2015,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.070,0.000,0.037,2,1,0.56250,1,1,1,80,24.0,,93.0,0,0,90,9.0,
12064395,1,2015,0.000,0.093,0.000,0.000,0.094,0.000,0.034,0.015,0.173,0.144,0.067,0.000,0.000,0.076,2,2,0.51869,1,1,1,80,32.0,,94.0,0,0,90,3.0,
12065032,1,2015,0.024,0.094,0.000,0.000,0.057,0.014,0.031,0.000,0.015,0.000,0.235,0.018,0.000,0.081,3,2,0.38258,1,1,1,60,29.0,,94.0,0,0,85,29.0,6.0
12067888,1,2015,0.099,0.093,0.000,0.027,0.000,0.030,0.000,0.049,0.015,0.000,0.127,0.016,0.023,0.059,6,0,0.19318,1,1,1,60,26.0,6.0,,0,0,82,,46.0
12072301,1,2015,0.000,0.078,0.000,0.000,0.035,0.018,0.000,0.031,0.021,0.053,0.000,0.038,0.028,0.017,3,1,0.52062,1,1,1,80,33.0,,93.0,0,0,82,41.0,33.0
12072465,1,2015,0.000,0.038,0.015,0.029,0.046,0.063,0.056,0.000,0.000,0.000,0.067,0.000,0.079,0.017,4,1,0.34804,1,1,1,60,32.0,,93.0,0,1,94,5.0,
12073347,1,2015,0.083,0.141,0.000,0.070,0.035,0.118,0.045,0.028,0.063,0.037,0.246,0.048,0.125,0.025,4,2,0.37755,1,1,1,90,26.0,5.0,,0,0,91,0.0,10.0
12076365,1,2015,0.062,0.000,0.021,0.000,0.000,0.000,0.000,0.015,0.018,0.000,0.010,0.042,0.000,0.000,4,2,0.31098,1,1,1,60,28.0,3.0,,0,0,87,50.0,69.0
12078494,1,2015,0.054,0.000,0.045,0.073,0.068,0.160,0.000,0.028,0.068,0.000,0.015,0.000,0.057,0.088,4,0,0.25000,1,1,1,80,32.0,4.0,,0,0,85,,44.0
12141028,0,2015,0.000,0.108,0.130,0.029,0.056,0.144,0.000,0.000,0.058,0.079,0.134,0.070,0.000,0.000,3,1,0.32267,1,1,1,60,,5.0,,0,0,84,22.0,16.0
12146193,1,2015,0.000,0.101,0.000,0.051,0.030,0.000,0.000,0.016,0.108,0.040,0.000,0.000,0.017,0.146,3,2,0.41156,1,1,1,80,33.0,7.0,,0,0,92,63.0,
12156512,1,2015,0.015,0.081,0.034,0.000,0.036,0.079,0.069,0.090,0.034,0.026,0.010,0.055,0.032,0.047,6,0,0.23106,1,1,1,70,35.0,,95.0,0,0,93,,
12202040,1,2015,0.000,0.000,0.050,0.017,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.029,0.000,0.000,5,1,0.49038,1,1,1,60,28.0,7.0,,0,0,89,,8.0
12213303,1,2015,0.061,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.019,0.067,0.000,0.000,0.000,1,1,0.82836,1,1,1,50,33.0,,93.0,0,0,86,47.0,
12226490,1,2015,0.000,0.108,0.014,0.046,0.050,0.072,0.000,0.000,0.075,0.044,0.000,0.048,0.000,0.000,3,1,0.30342,1,1,1,50,17.0,3.0,,0,0,90,19.0,13.0
12246803,1,2015,0.054,0.026,0.000,0.106,0.021,0.102,0.000,0.090,0.032,0.084,0.015,0.057,0.071,0.025,3,0,0.28472,1,1,1,70,24.0,4.0,,0,0,86,29.0,
12246987,1,2015,0.036,0.059,0.031,0.000,0.000,0.083,0.058,0.025,0.031,0.000,0.094,0.000,0.043,0.025,4,1,0.38258,1,1,1,70,28.0,4.0,,0,0,87,0.0,93.0
12247304,1,2015,0.069,0.095,0.044,0.094,0.029,0.060,0.051,0.057,0.056,0.030,0.000,0.000,0.023,0.025,5,1,0.30952,1,1,1,60,32.0,3.0,,0,1,89,71.0,85.0
12247315,1,2015,0.000,0.000,0.085,0.046,0.033,0.030,0.000,0.025,0.040,0.000,0.018,0.062,0.054,0.063,3,1,0.47810,1,1,1,80,33.0,5.0,,0,0,87,,17.0
12247422,1,2015,0.000,0.000,0.015,0.000,0.029,0.030,0.018,0.000,0.066,0.112,0.000,0.000,0.000,0.000,3,1,0.52597,1,1,1,60,28.0,3.0,,0,0,79,10.0,8.0
12247836,1,2015,0.082,0.122,0.000,0.056,0.055,0.131,0.000,0.028,0.037,0.096,0.077,0.051,0.051,0.025,3,2,0.39610,1,1,1,60,31.0,7.0,,0,0,88,15.0,78.0
12248052,1,2015,0.000,0.094,0.055,0.000,0.029,0.036,0.094,0.025,0.122,0.167,0.270,0.092,0.063,0.095,5,1,0.33224,1,1,1,80,34.0,4.0,,0,0,83,,21.0
12248167,1,2015,0.013,0.011,0.000,0.000,0.021,0.103,0.031,0.000,0.122,0.081,0.000,0.053,0.000,0.040,3,2,0.33178,1,1,1,70,34.0,6.0,,0,0,92,48.0,62.0
12249277,1,2015,0.000,0.061,0.000,0.065,0.151,0.086,0.000,0.068,0.080,0.025,0.000,0.057,0.034,0.080,3,1,0.44161,1,1,1,70,26.0,2.0,,0,0,82,57.0,39.0
12249526,1,2015,0.117,0.020,0.093,0.000,0.000,0.000,0.000,0.025,0.055,0.037,0.010,0.062,0.020,0.050,2,2,0.46104,1,1,1,40,22.0,2.0,,0,0,80,52.0,74.0
12249542,1,2015,0.000,0.117,0.000,0.092,0.066,0.056,0.040,0.000,0.044,0.000,0.212,0.000,0.111,0.143,2,2,0.49306,1,1,1,90,28.0,6.0,,0,1,90,62.0,88.0
12250055,1,2015,0.000,0.083,0.000,0.029,0.083,0.000,0.018,0.000,0.143,0.162,0.028,0.000,0.000,0.017,3,2,0.42361,1,1,1,70,31.0,5.0,,0,0,85,16.0,0.0
12250230,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.165,0.000,0.030,0.078,0.027,2,2,0.51869,1,1,0,70,26.0,4.0,,0,0,0,20.0,60.0
12250260,1,2015,0.013,0.000,0.000,0.000,0.029,0.036,0.018,0.000,0.115,0.115,0.068,0.000,0.043,0.000,3,1,0.49510,1,1,1,60,34.0,2.0,,0,0,81,6.0,17.0
12250705,1,2015,0.000,0.117,0.000,0.046,0.047,0.029,0.000,0.000,0.037,0.000,0.261,0.000,0.071,0.063,2,1,0.51709,1,1,1,80,29.0,5.0,,0,0,82,0.0,0.0
12250965,1,2015,0.000,0.038,0.000,0.029,0.123,0.000,0.036,0.000,0.068,0.104,0.000,0.000,0.000,0.000,1,1,0.87500,1,1,1,70,36.0,5.0,,0,0,88,33.0,75.0
12251297,1,2015,0.000,0.000,0.000,0.014,0.021,0.032,0.018,0.096,0.024,0.030,0.000,0.000,0.000,0.032,3,1,0.35417,1,1,0,90,33.0,5.0,,0,0,0,68.0,70.0
12251341,1,2015,0.146,0.020,0.077,0.027,0.000,0.030,0.000,0.053,0.000,0.000,0.010,0.033,0.043,0.025,2,2,0.49390,1,1,1,60,33.0,4.0,,0,0,84,25.0,50.0
12251903,1,2015,0.000,0.173,0.000,0.029,0.029,0.018,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,1,1,0.68803,1,1,1,80,29.0,5.0,,0,0,70,13.0,0.0
12252574,1,2015,0.023,0.000,0.000,0.014,0.000,0.000,0.000,0.085,0.000,0.000,0.067,0.000,0.000,0.000,4,1,0.48810,1,1,1,70,34.0,5.0,,0,0,82,6.0,31.0
12252678,1,2015,0.000,0.079,0.017,0.000,0.132,0.086,0.104,0.000,0.060,0.077,0.067,0.035,0.045,0.015,3,1,0.47959,1,1,1,70,31.0,5.0,,0,0,89,7.0,12.0
12252731,1,2015,0.000,0.070,0.000,0.000,0.021,0.092,0.000,0.000,0.055,0.077,0.167,0.000,0.000,0.046,2,2,0.45089,1,1,1,70,36.0,6.0,,0,0,77,6.0,14.0
12252830,1,2015,0.079,0.000,0.031,0.053,0.021,0.134,0.080,0.112,0.031,0.047,0.000,0.149,0.023,0.132,3,1,0.58046,1,1,1,70,39.0,6.0,,0,0,92,58.0,89.0
12253063,1,2015,0.054,0.000,0.125,0.073,0.075,0.046,0.000,0.078,0.102,0.000,0.000,0.000,0.147,0.162,3,1,0.47810,1,1,1,90,32.0,6.0,,0,0,85,8.0,63.0
12253297,1,2015,0.054,0.026,0.065,0.058,0.036,0.146,0.018,0.059,0.050,0.077,0.066,0.057,0.068,0.062,5,0,0.27551,1,1,1,70,33.0,6.0,,0,0,85,40.0,0.0
12253416,1,2015,0.000,0.020,0.034,0.026,0.021,0.000,0.000,0.025,0.000,0.022,0.000,0.068,0.020,0.068,2,1,0.42361,1,1,0,60,34.0,4.0,,0,0,0,6.0,8.0
