id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
14200306,1,2015,0.009,0.097,0.105,0.012,0.000,0.000,0.012,0.000,0.116,0.099,0.000,0.276,3,1,0.46183,1,1,1,70.0,27.0,5.0,,0,0,82,47.0,31.0
14200456,1,2015,0.000,0.000,0.018,0.032,0.000,0.000,0.000,0.008,0.000,0.010,0.000,0.000,2,2,0.46711,1,1,1,60.0,34.0,4.0,,0,0,77,5.0,6.0
14200593,1,2015,0.049,0.030,0.043,0.000,0.026,0.000,0.009,0.000,0.046,0.013,0.067,0.082,2,1,0.63514,1,1,1,60.0,22.0,3.0,,0,0,76,25.0,3.0
14200916,1,2015,0.000,0.011,0.024,0.041,0.016,0.017,0.008,0.031,0.057,0.000,0.028,0.039,3,1,0.60989,1,1,1,70.0,29.0,5.0,,0,0,88,27.0,17.0
14201070,1,2015,0.027,0.069,0.077,0.027,0.017,0.016,0.038,0.033,0.057,0.013,0.046,0.044,1,1,0.74793,1,1,1,70.0,28.0,4.0,,0,0,75,,33.0
14201407,1,2015,0.018,0.051,0.109,0.022,0.034,0.028,0.035,0.017,0.097,0.031,0.086,0.138,4,1,0.36111,1,1,1,60.0,27.0,5.0,,0,0,78,36.0,31.0
14201433,1,2015,0.017,0.018,0.024,0.033,0.009,0.011,0.030,0.048,0.000,0.000,0.040,0.066,1,1,0.79605,1,1,1,80.0,32.0,5.0,,0,0,83,89.0,68.0
14201445,1,2015,0.011,0.065,0.033,0.000,0.011,0.000,0.000,0.000,0.109,0.021,0.000,0.093,4,1,0.50000,1,1,1,70.0,30.0,5.0,,0,0,69,,30.0
14201963,1,2015,0.098,0.058,0.024,0.043,0.027,0.038,0.022,0.032,0.000,0.032,0.028,0.000,5,0,0.28175,1,1,1,60.0,33.0,4.0,,0,0,79,,38.0
14202092,1,2015,0.050,0.000,0.022,0.062,0.038,0.020,0.020,0.000,0.000,0.038,0.010,0.000,4,1,0.55435,1,1,1,60.0,25.0,5.0,,0,0,81,54.0,42.0
14202409,1,2015,0.059,0.016,0.052,0.031,0.028,0.056,0.028,0.017,0.011,0.039,0.091,0.030,3,1,0.52155,1,1,1,60.0,32.0,5.0,,0,0,78,23.0,57.0
14202767,1,2015,0.025,0.000,0.020,0.031,0.019,0.018,0.010,0.012,0.009,0.019,0.000,0.000,4,2,0.33553,1,1,1,30.0,27.0,3.0,,0,0,88,59.0,31.0
14202819,1,2015,0.011,0.022,0.000,0.000,0.011,0.011,0.000,0.000,0.085,0.010,0.012,0.024,3,1,0.50000,1,1,1,70.0,26.0,2.0,,0,0,84,19.0,36.0
14202962,1,2015,0.058,0.009,0.022,0.062,0.055,0.020,0.020,0.000,0.007,0.038,0.024,0.014,4,0,0.22973,1,1,1,60.0,27.0,5.0,,0,0,76,7.0,
14203086,1,2015,0.029,0.016,0.000,0.024,0.010,0.020,0.008,0.020,0.021,0.009,0.071,0.020,3,1,0.53289,1,1,1,80.0,29.0,5.0,,0,0,86,92.0,44.0
14203111,1,2015,0.009,0.024,0.102,0.000,0.008,0.028,0.014,0.012,0.083,0.032,0.030,0.077,3,0,0.28175,1,1,1,60.0,26.0,4.0,,0,0,75,7.0,20.0
14203220,1,2015,0.032,0.035,0.046,0.015,0.041,0.016,0.018,0.048,0.109,0.000,0.033,0.053,3,1,0.40991,1,1,1,60.0,31.0,2.0,,0,0,80,16.0,21.0
14203327,1,2015,0.008,0.011,0.024,0.000,0.018,0.000,0.000,0.000,0.027,0.000,0.036,0.018,3,2,0.38636,1,1,1,50.0,27.0,4.0,,0,0,86,11.0,7.0
14203600,1,2015,0.040,0.026,0.044,0.084,0.008,0.078,0.018,0.046,0.054,0.000,0.000,0.043,3,1,0.68229,1,1,1,50.0,25.0,2.0,,0,0,83,16.0,32.0
14203678,1,2015,0.023,0.052,0.032,0.012,0.015,0.009,0.021,0.014,0.016,0.013,0.090,0.034,2,1,0.66447,1,1,1,60.0,28.0,5.0,,0,0,77,8.0,20.0
14203846,1,2015,0.000,0.000,0.037,0.029,0.007,0.032,0.017,0.000,0.012,0.000,0.016,0.026,2,1,0.62346,1,1,1,60.0,28.0,4.0,,0,0,77,99.0,86.0
14203892,1,2015,0.022,0.058,0.057,0.000,0.034,0.000,0.000,0.019,0.136,0.112,0.022,0.193,4,1,0.38208,1,1,1,80.0,28.0,3.0,,0,0,77,11.0,11.0
14204005,1,2015,0.033,0.027,0.011,0.047,0.038,0.050,0.019,0.009,0.065,0.019,0.111,0.015,3,1,0.35149,1,1,1,70.0,33.0,5.0,,0,0,73,70.0,75.0
14204137,1,2015,0.034,0.019,0.049,0.031,0.028,0.010,0.041,0.017,0.000,0.031,0.009,0.018,5,1,0.32143,1,1,1,90.0,31.0,7.0,,0,0,89,,
14204213,1,2015,0.038,0.024,0.052,0.030,0.028,0.048,0.027,0.046,0.063,0.070,0.018,0.070,3,1,0.41803,1,1,1,60.0,25.0,4.0,,0,0,73,25.0,22.0
14204358,1,2015,0.008,0.000,0.000,0.018,0.000,0.028,0.000,0.049,0.009,0.008,0.010,0.000,3,1,0.41803,1,1,1,60.0,25.0,2.0,,0,0,67,69.0,25.0
14204561,1,2015,0.000,0.071,0.042,0.015,0.023,0.000,0.000,0.022,0.047,0.016,0.012,0.018,4,1,0.34589,1,1,1,70.0,28.0,7.0,,0,0,77,52.0,18.0
14204584,1,2015,0.084,0.012,0.075,0.093,0.066,0.030,0.048,0.025,0.029,0.068,0.018,0.046,4,1,0.38782,1,1,1,60.0,30.0,5.0,,0,0,81,81.0,62.0
14204603,1,2015,0.026,0.058,0.066,0.015,0.026,0.009,0.014,0.035,0.137,0.026,0.000,0.177,3,1,0.39224,1,1,1,60.0,29.0,3.0,,0,0,73,5.0,0.0
14204634,0,2015,0.000,0.103,0.083,0.022,0.017,0.025,0.009,0.000,0.088,0.044,0.067,0.100,3,1,0.59921,1,1,1,60.0,,3.0,,0,0,76,21.0,10.0
14204845,1,2015,0.038,0.035,0.009,0.026,0.000,0.026,0.000,0.000,0.020,0.008,0.013,0.000,5,1,0.35149,1,1,1,60.0,34.0,5.0,,0,0,87,0.0,7.0
14204938,1,2015,0.025,0.000,0.038,0.047,0.029,0.042,0.033,0.000,0.007,0.029,0.024,0.000,4,1,0.32143,1,1,1,60.0,25.0,5.0,,0,0,69,,14.0
14204946,1,2015,0.065,0.056,0.022,0.026,0.024,0.041,0.000,0.032,0.037,0.000,0.107,0.026,4,1,0.37132,1,1,1,70.0,25.0,5.0,,0,0,79,20.0,0.0
14204976,1,2015,0.053,0.172,0.131,0.039,0.022,0.008,0.033,0.047,0.165,0.066,0.047,0.145,2,1,0.68519,1,1,1,60.0,34.0,4.0,,0,0,76,27.0,30.0
14205185,1,2015,0.032,0.087,0.056,0.039,0.042,0.045,0.063,0.042,0.040,0.035,0.118,0.079,5,0,0.23282,1,1,1,80.0,26.0,6.0,,0,0,85,64.0,41.0
14205656,1,2015,0.080,0.009,0.028,0.046,0.027,0.042,0.010,0.012,0.009,0.031,0.009,0.015,3,2,0.39224,1,1,1,80.0,29.0,5.0,,0,0,84,87.0,50.0
14205790,1,2015,0.000,0.011,0.000,0.000,0.016,0.008,0.000,0.000,0.025,0.011,0.025,0.028,3,2,0.46183,1,1,1,80.0,35.0,7.0,,0,0,83,,
14205850,1,2015,0.053,0.040,0.057,0.046,0.027,0.018,0.018,0.019,0.039,0.027,0.058,0.029,3,2,0.43827,1,1,1,40.0,33.0,5.0,,0,0,85,38.0,
14205917,1,2015,0.057,0.035,0.057,0.058,0.039,0.018,0.061,0.036,0.093,0.019,0.009,0.053,4,1,0.35816,1,1,1,60.0,24.0,4.0,,0,0,69,16.0,3.0
14206029,1,2015,0.032,0.010,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.018,0.000,2,2,0.55435,1,1,1,80.0,25.0,3.0,,0,0,75,73.0,11.0
14206121,1,2015,0.015,0.000,0.000,0.015,0.015,0.026,0.000,0.020,0.025,0.000,0.000,0.061,3,2,0.31481,1,1,1,70.0,26.0,3.0,,0,0,84,30.0,13.0
14206134,0,2015,0.031,0.044,0.037,0.036,0.025,0.017,0.012,0.014,0.069,0.036,0.043,0.116,3,1,0.59191,1,1,1,80.0,,3.0,,0,0,84,6.0,50.0
14206157,1,2015,0.034,0.018,0.046,0.009,0.000,0.037,0.007,0.008,0.027,0.043,0.010,0.069,4,1,0.30603,1,1,1,60.0,24.0,5.0,,0,0,74,7.0,25.0
14206342,0,2015,0.015,0.026,0.013,0.028,0.009,0.102,0.021,0.023,0.026,0.022,0.072,0.026,3,2,0.35149,1,1,1,80.0,,6.0,,0,0,80,,23.0
14206583,1,2015,0.022,0.044,0.000,0.000,0.022,0.000,0.009,0.000,0.148,0.000,0.000,0.060,3,1,0.39224,1,1,1,70.0,27.0,4.0,,0,0,87,86.0,71.0
14206910,0,2015,0.000,0.043,0.009,0.012,0.000,0.000,0.000,0.000,0.008,0.008,0.056,0.045,2,1,0.74390,1,1,1,70.0,,4.0,,0,0,73,,97.0
14207051,1,2015,0.058,0.000,0.035,0.040,0.052,0.039,0.037,0.034,0.032,0.029,0.018,0.060,3,1,0.37603,1,1,1,70.0,34.0,4.0,,0,0,75,8.0,14.0
14207222,1,2015,0.000,0.000,0.014,0.000,0.010,0.000,0.009,0.017,0.007,0.000,0.024,0.000,2,2,0.50000,1,1,1,90.0,33.0,5.0,,0,0,81,76.0,9.0
14207349,1,2015,0.009,0.051,0.072,0.000,0.035,0.008,0.000,0.009,0.108,0.013,0.063,0.120,2,1,0.71978,1,1,1,90.0,25.0,5.0,,0,0,82,7.0,23.0
14207457,1,2015,0.015,0.036,0.048,0.015,0.000,0.009,0.000,0.012,0.063,0.026,0.000,0.166,3,2,0.47845,1,1,1,70.0,25.0,2.0,,0,0,83,47.0,33.0
14207515,1,2015,0.036,0.049,0.032,0.044,0.038,0.045,0.021,0.022,0.043,0.030,0.092,0.063,5,1,0.37132,1,1,1,60.0,32.0,5.0,,0,0,71,17.0,35.0
14207846,1,2015,0.008,0.016,0.000,0.020,0.008,0.054,0.000,0.000,0.014,0.007,0.059,0.011,2,1,0.58721,1,1,1,80.0,34.0,6.0,,0,0,84,,13.0
14207854,1,2015,0.034,0.079,0.037,0.012,0.019,0.000,0.020,0.014,0.094,0.013,0.077,0.042,3,1,0.36486,1,1,1,50.0,29.0,6.0,,0,0,86,6.0,
14207877,1,2015,0.030,0.060,0.000,0.026,0.022,0.000,0.016,0.008,0.172,0.008,0.078,0.061,4,1,0.30198,1,1,1,70.0,27.0,3.0,,0,0,84,36.0,56.0
14208327,1,2015,0.052,0.031,0.011,0.046,0.048,0.021,0.022,0.000,0.094,0.040,0.021,0.024,3,2,0.50000,1,1,1,80.0,26.0,5.0,,0,0,80,,64.0
14208345,1,2015,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,3,1,0.50000,1,1,1,70.0,27.0,5.0,,0,0,82,16.0,11.0
14208465,1,2015,0.049,0.103,0.056,0.012,0.008,0.000,0.028,0.014,0.047,0.013,0.169,0.031,2,1,0.68229,1,1,1,80.0,33.0,3.0,,0,0,85,52.0,95.0
14208619,1,2015,0.015,0.018,0.053,0.015,0.000,0.009,0.000,0.012,0.036,0.013,0.000,0.112,2,1,0.66304,1,1,1,50.0,32.0,3.0,,0,0,83,8.0,
14208967,1,2015,0.033,0.022,0.022,0.026,0.020,0.020,0.012,0.027,0.039,0.057,0.009,0.031,3,1,0.59901,1,1,1,80.0,31.0,4.0,,0,0,83,44.0,41.0
14209252,1,2015,0.067,0.031,0.022,0.060,0.008,0.048,0.000,0.031,0.028,0.016,0.060,0.059,3,1,0.51984,1,1,1,80.0,32.0,6.0,,0,1,90,,82.0
14209260,1,2015,0.060,0.055,0.070,0.067,0.027,0.038,0.022,0.033,0.062,0.050,0.112,0.029,2,2,0.45495,1,1,1,60.0,31.0,7.0,,0,0,76,30.0,63.0
14209304,1,2015,0.011,0.047,0.046,0.000,0.021,0.011,0.000,0.008,0.110,0.036,0.034,0.056,1,1,0.68018,1,1,1,70.0,30.0,4.0,,0,0,78,17.0,0.0
14209342,1,2015,0.000,0.000,0.000,0.015,0.000,0.011,0.000,0.000,0.000,0.010,0.012,0.000,5,0,0.17742,1,1,1,50.0,26.0,4.0,,0,0,74,4.0,31.0
14209449,1,2015,0.040,0.068,0.130,0.031,0.009,0.054,0.027,0.029,0.052,0.029,0.009,0.126,4,1,0.37603,1,1,1,60.0,26.0,3.0,,0,0,88,59.0,75.0
14209499,1,2015,0.015,0.037,0.061,0.022,0.031,0.017,0.012,0.014,0.054,0.020,0.043,0.047,4,1,0.47642,1,1,1,70.0,36.0,4.0,,0,0,73,27.0,12.0
14209624,1,2015,0.073,0.068,0.055,0.051,0.016,0.033,0.008,0.019,0.051,0.059,0.114,0.062,6,0,0.29779,1,1,1,80.0,33.0,7.0,,0,0,73,54.0,46.0
14209676,1,2015,0.000,0.020,0.009,0.018,0.008,0.046,0.008,0.000,0.056,0.037,0.041,0.049,3,1,0.42908,1,1,1,90.0,24.0,7.0,,0,0,77,30.0,43.0
14210032,1,2015,0.008,0.054,0.033,0.033,0.020,0.011,0.009,0.033,0.027,0.041,0.105,0.175,3,1,0.50000,1,1,1,60.0,35.0,6.0,,0,0,83,6.0,11.0
14210955,1,2015,0.000,0.000,0.000,0.023,0.008,0.025,0.008,0.043,0.035,0.007,0.016,0.011,2,2,0.50000,1,1,1,60.0,28.0,3.0,,0,0,84,37.0,
14211290,1,2015,0.037,0.042,0.090,0.046,0.027,0.018,0.010,0.019,0.082,0.042,0.012,0.098,2,1,0.64085,1,1,1,70.0,33.0,3.0,,0,0,79,0.0,
14211426,1,2015,0.055,0.033,0.037,0.028,0.016,0.032,0.021,0.014,0.027,0.026,0.049,0.069,3,1,0.42188,1,1,1,90.0,26.0,3.0,,0,0,78,,22.0
14211502,1,2015,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.000,2,1,0.56944,1,1,1,60.0,25.0,4.0,,0,0,79,19.0,23.0
14212523,1,2015,0.071,0.011,0.035,0.066,0.035,0.072,0.023,0.052,0.062,0.019,0.012,0.062,4,1,0.45050,1,1,1,70.0,27.0,4.0,,0,0,75,45.0,85.0
14212755,1,2015,0.023,0.045,0.031,0.015,0.011,0.008,0.009,0.019,0.093,0.058,0.000,0.035,2,2,0.52358,1,1,1,80.0,25.0,7.0,,0,0,89,17.0,52.0
14212762,1,2015,0.015,0.015,0.013,0.029,0.000,0.011,0.012,0.014,0.000,0.079,0.031,0.000,2,1,0.73437,1,1,1,80.0,28.0,5.0,,0,0,70,11.0,
14212869,1,2015,0.019,0.084,0.009,0.024,0.021,0.000,0.000,0.008,0.074,0.044,0.086,0.077,4,1,0.47093,1,1,1,80.0,30.0,5.0,,0,0,81,11.0,11.0
14213221,1,2015,0.024,0.018,0.024,0.009,0.000,0.024,0.000,0.017,0.027,0.013,0.000,0.069,3,1,0.44565,1,1,1,60.0,25.0,3.0,,0,0,82,21.0,26.0
14213381,1,2015,0.036,0.036,0.055,0.027,0.024,0.025,0.012,0.019,0.084,0.030,0.030,0.078,5,0,0.28175,1,1,1,70.0,31.0,5.0,,0,0,81,,
14213686,1,2015,0.015,0.015,0.049,0.012,0.022,0.000,0.040,0.027,0.016,0.021,0.019,0.014,4,1,0.45495,1,1,0,50.0,31.0,4.0,,0,0,0,20.0,8.0
14213810,1,2015,0.015,0.015,0.031,0.028,0.000,0.032,0.021,0.024,0.000,0.157,0.019,0.023,2,2,0.50000,1,1,1,60.0,32.0,7.0,,0,0,87,50.0,85.0
14213953,1,2015,0.040,0.049,0.037,0.012,0.015,0.014,0.012,0.027,0.027,0.026,0.065,0.069,3,2,0.44505,1,1,1,60.0,32.0,5.0,,0,0,80,36.0,18.0
14214102,1,2015,0.008,0.034,0.027,0.028,0.015,0.040,0.009,0.021,0.008,0.010,0.077,0.044,3,1,0.61450,1,1,1,80.0,32.0,4.0,,0,0,80,10.0,6.0
14214907,1,2015,0.035,0.029,0.130,0.015,0.031,0.009,0.018,0.037,0.056,0.013,0.021,0.134,2,2,0.46183,1,1,1,80.0,31.0,3.0,,0,0,81,5.0,0.0
14215163,1,2015,0.112,0.046,0.042,0.046,0.071,0.062,0.017,0.019,0.127,0.029,0.066,0.071,3,1,0.45868,1,1,1,80.0,29.0,3.0,,0,0,82,66.0,11.0
14215261,1,2015,0.021,0.000,0.083,0.011,0.007,0.012,0.000,0.000,0.000,0.000,0.000,0.000,3,2,0.40991,1,1,1,60.0,28.0,4.0,,0,0,80,13.0,7.0
14215639,1,2015,0.015,0.018,0.078,0.015,0.007,0.009,0.051,0.012,0.036,0.024,0.000,0.084,3,1,0.50000,1,1,1,50.0,34.0,5.0,,0,0,86,69.0,19.0
14215642,1,2015,0.027,0.022,0.046,0.018,0.011,0.037,0.000,0.034,0.074,0.060,0.000,0.024,2,1,0.76718,1,1,1,60.0,28.0,4.0,,0,0,82,72.0,44.0
14215655,1,2015,0.032,0.138,0.140,0.028,0.063,0.032,0.042,0.038,0.186,0.107,0.156,0.276,3,2,0.43534,1,1,1,90.0,30.0,5.0,,0,0,88,67.0,83.0
14215666,1,2015,0.027,0.052,0.065,0.030,0.020,0.028,0.021,0.047,0.075,0.043,0.021,0.128,4,1,0.40079,1,1,1,70.0,27.0,4.0,,0,0,81,0.0,3.0
14215775,0,2015,0.050,0.030,0.068,0.089,0.038,0.031,0.020,0.000,0.029,0.059,0.077,0.061,2,2,0.50000,1,1,1,60.0,,5.0,,0,0,86,13.0,27.0
14215912,1,2015,0.034,0.093,0.070,0.015,0.022,0.008,0.000,0.019,0.221,0.026,0.000,0.197,2,1,0.68939,1,1,1,60.0,33.0,5.0,,0,0,84,83.0,53.0
14216050,1,2015,0.027,0.046,0.035,0.068,0.010,0.051,0.029,0.052,0.031,0.032,0.122,0.064,3,1,0.42188,1,1,1,70.0,35.0,4.0,,0,0,79,49.0,19.0
14216376,1,2015,0.011,0.049,0.009,0.000,0.022,0.011,0.000,0.000,0.141,0.021,0.021,0.052,4,1,0.40991,1,1,1,90.0,30.0,3.0,,0,0,70,15.0,21.0
14216946,1,2015,0.146,0.010,0.022,0.101,0.062,0.064,0.028,0.012,0.037,0.046,0.034,0.036,3,1,0.44048,1,1,1,70.0,33.0,4.0,,0,0,81,29.0,9.0
14217107,0,2015,0.089,0.071,0.062,0.077,0.069,0.049,0.020,0.019,0.119,0.056,0.028,0.050,3,1,0.43534,1,1,1,50.0,,3.0,,0,0,73,51.0,5.0
14217342,1,2015,0.065,0.068,0.068,0.091,0.038,0.020,0.039,0.014,0.046,0.072,0.019,0.069,4,1,0.50000,1,1,1,70.0,33.0,6.0,,0,0,86,,80.0
14217422,1,2015,0.039,0.000,0.000,0.024,0.000,0.041,0.000,0.045,0.009,0.000,0.000,0.015,2,1,0.56944,1,1,1,90.0,26.0,,93.0,0,1,90,33.0,59.0
14217609,1,2015,0.052,0.060,0.059,0.041,0.064,0.027,0.022,0.000,0.155,0.050,0.021,0.122,2,2,0.50000,1,1,1,70.0,38.0,5.0,,0,0,81,,65.0
14218004,1,2015,0.020,0.051,0.022,0.025,0.018,0.034,0.000,0.019,0.067,0.000,0.139,0.041,1,1,0.79703,1,1,1,50.0,28.0,5.0,,0,1,91,68.0,85.0
14218096,1,2015,0.033,0.022,0.022,0.036,0.010,0.020,0.012,0.019,0.039,0.011,0.000,0.011,2,2,0.53289,1,1,1,70.0,30.0,5.0,,0,0,85,0.0,17.0
14218274,1,2015,0.021,0.029,0.000,0.054,0.009,0.039,0.000,0.000,0.018,0.082,0.056,0.048,2,2,0.59868,1,1,1,80.0,33.0,5.0,,0,0,82,0.0,11.0
14218300,1,2015,0.043,0.189,0.112,0.015,0.032,0.008,0.012,0.027,0.284,0.066,0.000,0.266,2,2,0.47642,1,1,1,60.0,31.0,3.0,,0,0,80,54.0,5.0
14218351,1,2015,0.042,0.016,0.048,0.031,0.038,0.021,0.028,0.025,0.000,0.038,0.076,0.038,3,1,0.50000,1,1,1,60.0,37.0,4.0,,0,0,84,84.0,66.0
14218452,0,2015,0.016,0.000,0.027,0.000,0.008,0.000,0.021,0.000,0.000,0.010,0.009,0.000,4,0,0.28873,1,1,1,60.0,,4.0,,0,0,85,,50.0
14218595,1,2015,0.054,0.031,0.022,0.047,0.016,0.036,0.019,0.034,0.031,0.030,0.087,0.037,3,2,0.43534,1,1,1,70.0,27.0,5.0,,0,0,88,,
14218926,1,2015,0.017,0.035,0.058,0.012,0.009,0.016,0.012,0.000,0.026,0.000,0.015,0.026,2,2,0.41736,1,1,1,90.0,27.0,3.0,,0,0,80,15.0,23.0
14219314,1,2015,0.000,0.029,0.000,0.012,0.034,0.017,0.007,0.011,0.041,0.000,0.095,0.083,4,1,0.38550,1,1,1,70.0,27.0,5.0,,0,0,85,25.0,28.0
14219479,1,2015,0.012,0.013,0.040,0.015,0.007,0.008,0.014,0.026,0.019,0.000,0.025,0.011,3,1,0.50000,1,1,1,60.0,34.0,4.0,,0,0,76,15.0,59.0
14219957,1,2015,0.099,0.045,0.099,0.093,0.057,0.043,0.039,0.000,0.058,0.079,0.018,0.069,4,1,0.52907,1,1,1,70.0,30.0,4.0,,0,0,83,36.0,
14219971,1,2015,0.047,0.022,0.029,0.041,0.045,0.065,0.024,0.000,0.095,0.073,0.025,0.035,4,1,0.46183,1,1,1,60.0,27.0,3.0,,0,0,86,73.0,88.0
14220081,1,2015,0.063,0.087,0.113,0.082,0.028,0.029,0.064,0.028,0.018,0.066,0.152,0.061,2,1,0.72523,1,1,1,50.0,31.0,4.0,,0,0,77,42.0,88.0
14220376,1,2015,0.000,0.033,0.009,0.000,0.000,0.000,0.000,0.000,0.008,0.008,0.000,0.000,3,1,0.38636,1,1,1,90.0,26.0,5.0,,0,0,83,6.0,22.0
14220510,1,2015,0.045,0.037,0.050,0.021,0.018,0.030,0.012,0.050,0.083,0.023,0.031,0.024,4,1,0.31982,1,1,1,80.0,26.0,2.0,,0,0,83,26.0,33.0
14220571,0,2015,0.052,0.058,0.013,0.023,0.009,0.020,0.012,0.014,0.018,0.059,0.126,0.015,3,1,0.46212,1,1,1,60.0,,5.0,,0,0,76,21.0,10.0
14220641,1,2015,0.016,0.000,0.000,0.000,0.007,0.024,0.000,0.015,0.000,0.010,0.012,0.000,2,1,0.57042,1,1,1,70.0,26.0,3.0,,0,0,73,,44.0
14220720,1,2015,0.049,0.050,0.000,0.022,0.008,0.031,0.000,0.000,0.014,0.007,0.123,0.044,1,1,0.75943,1,1,1,60.0,32.0,4.0,,0,0,72,,6.0
14220985,1,2015,0.024,0.012,0.042,0.024,0.009,0.018,0.018,0.029,0.049,0.019,0.028,0.061,3,1,0.31982,1,1,1,90.0,29.0,3.0,,0,0,88,75.0,38.0
14221029,0,2015,0.015,0.087,0.118,0.012,0.010,0.000,0.039,0.029,0.054,0.048,0.028,0.197,3,1,0.58264,1,1,1,70.0,,4.0,,0,0,67,13.0,10.0
14221061,1,2015,0.060,0.129,0.072,0.030,0.043,0.017,0.009,0.040,0.273,0.016,0.034,0.124,3,1,0.60638,1,1,1,50.0,28.0,6.0,,0,0,84,5.0,36.0
14221108,1,2015,0.044,0.046,0.046,0.041,0.025,0.047,0.012,0.014,0.054,0.029,0.066,0.066,4,0,0.28774,1,1,0,80.0,28.0,4.0,,0,0,0,3.0,3.0
14221265,1,2015,0.041,0.018,0.011,0.069,0.035,0.067,0.019,0.012,0.023,0.026,0.040,0.044,3,2,0.40132,1,1,1,70.0,32.0,3.0,,0,0,82,25.0,48.0
14221484,1,2015,0.015,0.059,0.046,0.012,0.028,0.000,0.079,0.014,0.060,0.045,0.031,0.018,2,1,0.59921,1,1,1,80.0,26.0,4.0,,0,0,81,,14.0
14222284,1,2015,0.008,0.051,0.037,0.000,0.009,0.008,0.023,0.000,0.018,0.000,0.015,0.028,2,1,0.62195,1,1,1,60.0,33.0,3.0,,0,0,82,25.0,23.0
14222293,1,2015,0.020,0.081,0.054,0.027,0.010,0.008,0.012,0.019,0.047,0.065,0.087,0.044,3,2,0.40099,1,1,1,50.0,33.0,4.0,,0,0,87,38.0,52.0
14222324,1,2015,0.075,0.044,0.029,0.129,0.052,0.123,0.031,0.012,0.127,0.079,0.033,0.119,2,1,0.67730,1,1,1,90.0,27.0,4.0,,0,0,86,19.0,10.0
14222471,1,2015,0.070,0.056,0.070,0.089,0.007,0.069,0.033,0.083,0.038,0.026,0.038,0.036,2,2,0.45495,1,1,1,60.0,34.0,4.0,,0,0,79,,20.0
14222651,1,2015,0.041,0.037,0.013,0.040,0.011,0.017,0.020,0.034,0.095,0.022,0.035,0.039,2,1,0.47642,1,1,1,50.0,34.0,6.0,,0,0,81,90.0,71.0
14222912,1,2015,0.056,0.028,0.035,0.038,0.000,0.028,0.012,0.045,0.028,0.013,0.019,0.011,4,1,0.52604,1,1,1,70.0,30.0,5.0,,0,0,78,8.0,33.0
14223156,1,2015,0.086,0.022,0.044,0.077,0.046,0.028,0.020,0.019,0.019,0.038,0.009,0.011,2,2,0.59804,1,1,1,60.0,33.0,2.0,,0,0,80,14.0,29.0
14223221,1,2015,0.012,0.030,0.022,0.015,0.028,0.017,0.012,0.019,0.062,0.022,0.024,0.032,2,1,0.76515,1,1,1,60.0,28.0,4.0,,0,0,87,25.0,23.0
14223299,1,2015,0.012,0.013,0.022,0.041,0.000,0.035,0.016,0.019,0.043,0.000,0.032,0.011,2,1,0.75943,1,1,1,60.0,34.0,4.0,,0,0,70,23.0,15.0
14223397,1,2015,0.000,0.011,0.024,0.000,0.008,0.000,0.000,0.000,0.020,0.000,0.012,0.018,2,1,0.70833,1,1,1,80.0,28.0,4.0,,0,0,87,10.0,0.0
14223421,1,2015,0.058,0.000,0.141,0.055,0.036,0.021,0.042,0.034,0.000,0.019,0.018,0.018,2,2,0.46454,1,1,1,90.0,29.0,2.0,,0,0,81,58.0,33.0
14223545,1,2015,0.016,0.036,0.070,0.024,0.010,0.013,0.012,0.019,0.027,0.022,0.040,0.122,2,2,0.44505,1,1,1,50.0,34.0,5.0,,0,0,79,70.0,47.0
14223605,1,2015,0.000,0.000,0.046,0.015,0.007,0.000,0.012,0.015,0.000,0.000,0.000,0.000,4,1,0.31982,1,1,1,80.0,25.0,5.0,,0,0,88,42.0,67.0
14223911,1,2015,0.008,0.039,0.033,0.013,0.008,0.000,0.008,0.000,0.073,0.048,0.096,0.046,1,1,0.78926,1,1,1,80.0,28.0,3.0,,0,0,77,39.0,0.0
14223953,1,2015,0.047,0.048,0.040,0.030,0.010,0.059,0.024,0.080,0.096,0.046,0.037,0.080,1,1,0.88603,1,1,0,70.0,24.0,4.0,,0,0,0,48.0,17.0
14224039,1,2015,0.021,0.025,0.074,0.064,0.009,0.050,0.036,0.036,0.030,0.010,0.009,0.042,4,1,0.37603,1,1,1,70.0,28.0,4.0,,0,0,73,0.0,0.0
14224532,1,2015,0.053,0.077,0.011,0.043,0.039,0.045,0.010,0.000,0.092,0.030,0.092,0.072,2,1,0.71978,1,1,1,60.0,26.0,7.0,,0,0,81,21.0,
14224823,1,2015,0.023,0.015,0.040,0.021,0.000,0.011,0.012,0.031,0.000,0.013,0.019,0.000,2,1,0.63514,1,1,1,70.0,27.0,3.0,,0,0,77,42.0,10.0
14224943,1,2015,0.008,0.142,0.147,0.012,0.008,0.008,0.014,0.012,0.145,0.101,0.089,0.342,2,2,0.44485,1,1,1,70.0,32.0,7.0,,0,0,83,31.0,18.0
