B1,B2,B3,B4,B5,dapar,tzadak,mavdak1,mavdak2,rejected,nf,ne,socioT,socioP
308.0,243.0,205.0,125.0,199.0,60.0,24.0,,,0,0,0,,42.0
222.0,248.0,245.0,119.0,226.0,70.0,26.0,,,0,0,0,52.0,50.0
230.0,253.0,238.0,152.0,201.0,70.0,26.0,,,0,0,0,65.0,52.0
283.0,293.0,248.0,123.0,248.0,60.0,26.0,,,0,0,0,59.0,84.0
239.0,233.0,201.0,176.0,216.0,60.0,34.0,,,0,0,0,13.0,53.0
270.0,282.0,218.0,104.0,218.0,50.0,,,,0,0,0,73.0,
241.0,258.0,227.0,120.0,181.0,30.0,25.0,,,0,0,0,0.0,7.0
258.0,243.0,299.0,121.0,274.0,70.0,32.0,,,0,0,0,82.0,
249.0,242.0,250.0,156.0,223.0,80.0,32.0,,,0,0,0,57.0,
281.0,287.0,220.0,121.0,219.0,50.0,31.0,,,0,0,0,9.0,23.0
280.0,293.0,256.0,112.0,226.0,60.0,32.0,,,0,0,0,9.0,19.0
293.0,295.0,248.0,71.0,215.0,60.0,28.0,,,0,0,0,55.0,
245.0,241.0,238.0,123.0,237.0,90.0,26.0,,,0,0,0,,0.0
276.0,232.0,216.0,137.0,213.0,50.0,26.0,,,0,0,0,16.0,0.0
292.0,290.0,150.0,145.0,275.0,70.0,24.0,,,0,0,0,,59.0
228.0,249.0,255.0,141.0,235.0,60.0,19.0,,,0,0,0,40.0,0.0
270.0,294.0,305.0,71.0,271.0,70.0,35.0,,,0,0,0,0.0,5.0
255.0,270.0,266.0,129.0,240.0,70.0,34.0,,,0,0,0,71.0,
250.0,260.0,230.0,131.0,190.0,60.0,27.0,,,0,0,0,,44.0
192.0,200.0,211.0,220.0,195.0,70.0,27.0,,,0,0,0,,37.0
221.0,235.0,240.0,148.0,213.0,60.0,26.0,,,0,0,0,12.0,8.0
240.0,309.0,302.0,88.0,279.0,60.0,27.0,,,0,0,0,17.0,9.0
256.0,281.0,237.0,110.0,234.0,60.0,26.0,,,0,0,0,21.0,32.0
291.0,297.0,298.0,135.0,245.0,60.0,,,,0,0,0,24.0,18.0
273.0,239.0,234.0,115.0,216.0,70.0,34.0,,,0,0,0,43.0,
224.0,218.0,231.0,157.0,168.0,60.0,32.0,,,0,0,0,62.0,51.0
269.0,273.0,296.0,147.0,208.0,50.0,,,,0,0,0,23.0,
292.0,300.0,268.0,111.0,243.0,70.0,32.0,,,0,0,0,22.0,
264.0,280.0,233.0,138.0,266.0,50.0,,,,0,0,0,71.0,
230.0,267.0,278.0,137.0,270.0,50.0,31.0,,,0,0,0,21.0,0.0
210.0,239.0,246.0,148.0,249.0,80.0,32.0,,,0,0,0,73.0,24.0
233.0,249.0,214.0,140.0,221.0,90.0,25.0,,,0,0,0,29.0,53.0
261.0,243.0,251.0,153.0,262.0,60.0,17.0,,,0,0,0,,58.0
286.0,302.0,281.0,97.0,250.0,50.0,,,,0,0,0,0.0,0.0
235.0,256.0,268.0,109.0,239.0,50.0,32.0,,,0,0,0,,33.0
255.0,242.0,244.0,160.0,221.0,80.0,,,,0,0,0,11.0,0.0
251.0,254.0,202.0,133.0,238.0,70.0,27.0,,,0,0,0,,81.0
203.0,239.0,245.0,124.0,218.0,70.0,24.0,,,0,0,0,68.0,
295.0,258.0,270.0,83.0,244.0,90.0,26.0,,,0,0,0,0.0,
254.0,260.0,236.0,108.0,213.0,90.0,27.0,,,0,0,0,58.0,
250.0,249.0,255.0,137.0,189.0,80.0,24.0,,,0,0,0,27.0,47.0
241.0,198.0,249.0,148.0,268.0,80.0,30.0,,,0,0,0,6.0,
212.0,234.0,307.0,133.0,248.0,70.0,32.0,,,0,0,0,52.0,6.0
234.0,248.0,272.0,158.0,242.0,80.0,,,,0,0,0,15.0,
224.0,213.0,240.0,157.0,214.0,60.0,33.0,,,0,0,0,10.0,0.0
240.0,252.0,242.0,166.0,210.0,40.0,,,,0,0,0,56.0,
237.0,274.0,253.0,131.0,243.0,80.0,32.0,,,0,0,0,23.0,
229.0,257.0,219.0,129.0,212.0,80.0,27.0,,,0,0,0,13.0,
214.0,227.0,219.0,196.0,198.0,60.0,26.0,,,0,0,0,15.0,53.0
236.0,254.0,216.0,146.0,201.0,80.0,26.0,,,0,0,0,84.0,83.0
263.0,274.0,269.0,124.0,236.0,80.0,,,,0,0,0,17.0,
268.0,270.0,264.0,93.0,294.0,90.0,32.0,,,0,0,0,20.0,
258.0,277.0,229.0,96.0,208.0,60.0,28.0,,,0,0,0,48.0,48.0
251.0,290.0,264.0,77.0,231.0,60.0,27.0,,,0,0,0,,3.0
276.0,268.0,280.0,158.0,258.0,60.0,28.0,,,0,0,0,38.0,
253.0,264.0,214.0,123.0,192.0,90.0,33.0,,,0,0,0,12.0,15.0
241.0,223.0,212.0,133.0,239.0,50.0,27.0,,,0,0,0,30.0,53.0
238.0,290.0,276.0,116.0,216.0,70.0,32.0,,,0,0,0,18.0,0.0
259.0,239.0,206.0,186.0,190.0,90.0,28.0,,,0,0,0,48.0,44.0
268.0,254.0,175.0,136.0,172.0,70.0,24.0,,,0,0,0,14.0,
229.0,264.0,247.0,140.0,223.0,60.0,29.0,,,0,0,0,4.0,
229.0,262.0,238.0,119.0,255.0,70.0,24.0,,,0,0,0,24.0,17.0
268.0,304.0,303.0,55.0,286.0,70.0,33.0,,,1,0,0,15.0,24.0
247.0,253.0,237.0,133.0,254.0,60.0,31.0,,,0,0,0,23.0,
243.0,278.0,261.0,148.0,209.0,70.0,32.0,,,0,0,0,18.0,
253.0,273.0,224.0,96.0,165.0,60.0,27.0,,,0,0,0,,7.0
269.0,259.0,270.0,157.0,232.0,70.0,31.0,,,0,0,0,34.0,77.0
235.0,283.0,295.0,102.0,230.0,60.0,34.0,,,0,0,0,19.0,9.0
204.0,245.0,229.0,178.0,247.0,50.0,,,,0,0,0,70.0,16.0
207.0,225.0,221.0,162.0,198.0,60.0,26.0,,,0,0,0,0.0,
257.0,274.0,271.0,89.0,227.0,70.0,33.0,,,0,0,0,11.0,12.0
284.0,270.0,260.0,115.0,213.0,40.0,31.0,,,0,0,1,58.0,58.0
237.0,261.0,293.0,174.0,254.0,60.0,24.0,,,0,0,0,0.0,
248.0,244.0,255.0,176.0,233.0,60.0,34.0,,,0,0,0,56.0,
306.0,290.0,230.0,91.0,277.0,80.0,28.0,,,0,0,0,71.0,0.0
271.0,250.0,218.0,136.0,272.0,80.0,24.0,,,0,0,0,35.0,
260.0,246.0,250.0,114.0,255.0,90.0,,,,0,0,0,4.0,
253.0,284.0,254.0,107.0,249.0,80.0,34.0,,,0,0,0,27.0,72.0
246.0,265.0,253.0,121.0,234.0,70.0,23.0,,,0,0,0,30.0,
251.0,254.0,233.0,130.0,216.0,80.0,26.0,,,0,1,0,7.0,17.0
242.0,227.0,275.0,143.0,237.0,80.0,36.0,,,0,0,0,0.0,
257.0,234.0,263.0,103.0,240.0,70.0,24.0,,,0,0,0,38.0,
232.0,270.0,238.0,132.0,214.0,70.0,31.0,,,0,0,0,12.0,
236.0,267.0,206.0,102.0,187.0,20.0,24.0,,,0,0,0,,51.0
275.0,264.0,241.0,87.0,210.0,60.0,32.0,,,0,0,0,0.0,49.0
247.0,257.0,288.0,122.0,299.0,60.0,25.0,,,0,0,0,19.0,
253.0,271.0,235.0,169.0,220.0,60.0,33.0,,,0,0,0,7.0,
271.0,260.0,253.0,152.0,237.0,70.0,,,,0,0,0,68.0,
240.0,235.0,227.0,159.0,216.0,70.0,27.0,,,0,0,0,17.0,
242.0,272.0,231.0,106.0,234.0,50.0,,,,0,0,0,76.0,
282.0,247.0,246.0,137.0,249.0,70.0,,,,0,0,0,0.0,
252.0,285.0,285.0,80.0,234.0,90.0,36.0,,,0,0,0,10.0,
242.0,281.0,254.0,87.0,222.0,50.0,27.0,,,0,0,0,72.0,52.0
252.0,254.0,248.0,121.0,206.0,70.0,27.0,,,0,0,0,10.0,
231.0,297.0,283.0,90.0,172.0,70.0,40.0,,,0,0,0,76.0,
274.0,272.0,273.0,116.0,252.0,90.0,32.0,,,0,0,0,30.0,27.0
253.0,263.0,269.0,124.0,260.0,70.0,35.0,,,0,0,0,,22.0
241.0,243.0,252.0,168.0,230.0,50.0,26.0,,,0,0,1,13.0,47.0
245.0,264.0,219.0,148.0,233.0,70.0,29.0,,,0,0,0,30.0,
264.0,273.0,267.0,100.0,210.0,60.0,33.0,,,0,0,0,,0.0
259.0,228.0,234.0,190.0,225.0,60.0,,,,0,0,0,0.0,
279.0,277.0,261.0,127.0,234.0,70.0,27.0,,,0,0,0,7.0,
260.0,287.0,274.0,98.0,294.0,60.0,36.0,,,0,0,0,20.0,
228.0,262.0,255.0,114.0,236.0,70.0,26.0,,,0,0,0,70.0,
280.0,266.0,274.0,111.0,283.0,70.0,,,,0,0,0,0.0,
244.0,279.0,183.0,105.0,265.0,90.0,26.0,,,0,0,0,3.0,
287.0,277.0,312.0,61.0,220.0,70.0,27.0,,,0,0,0,33.0,25.0
242.0,247.0,240.0,130.0,226.0,40.0,25.0,,,0,0,0,64.0,
259.0,238.0,221.0,169.0,202.0,40.0,,,,0,0,0,54.0,
282.0,279.0,251.0,120.0,248.0,40.0,34.0,,,0,0,0,5.0,40.0
227.0,246.0,220.0,172.0,254.0,70.0,29.0,,,0,0,0,23.0,
263.0,290.0,223.0,103.0,212.0,70.0,32.0,,,0,0,0,,48.0
215.0,252.0,227.0,205.0,211.0,40.0,37.0,,,0,0,0,68.0,
227.0,229.0,229.0,183.0,195.0,80.0,27.0,,,0,0,0,32.0,47.0
227.0,261.0,238.0,166.0,217.0,60.0,,,,0,0,0,52.0,
273.0,247.0,271.0,148.0,249.0,60.0,25.0,,,0,0,0,3.0,
274.0,270.0,214.0,81.0,240.0,80.0,24.0,,,0,0,0,3.0,
281.0,270.0,245.0,126.0,234.0,70.0,,,,0,0,0,23.0,
224.0,281.0,283.0,78.0,274.0,60.0,25.0,,,0,0,0,23.0,
252.0,261.0,194.0,164.0,244.0,70.0,24.0,,,0,1,0,,65.0
220.0,244.0,264.0,102.0,256.0,70.0,30.0,,,0,0,0,50.0,
253.0,250.0,228.0,107.0,188.0,60.0,25.0,,,0,0,0,,
257.0,286.0,296.0,100.0,151.0,90.0,25.0,,,0,0,0,0.0,
264.0,276.0,228.0,135.0,208.0,60.0,34.0,,,0,0,0,0.0,
281.0,304.0,230.0,119.0,272.0,70.0,32.0,,,0,0,0,0.0,
263.0,263.0,271.0,160.0,254.0,70.0,,,,0,0,0,16.0,
245.0,249.0,239.0,129.0,241.0,60.0,32.0,,,0,0,0,50.0,
213.0,262.0,273.0,151.0,225.0,80.0,,,,0,0,0,13.0,
260.0,268.0,234.0,115.0,225.0,60.0,,,,0,0,0,13.0,
241.0,269.0,256.0,111.0,221.0,60.0,30.0,,,0,0,1,4.0,
228.0,230.0,244.0,176.0,217.0,60.0,37.0,,,0,0,0,10.0,
244.0,272.0,203.0,180.0,212.0,70.0,26.0,,,0,0,0,23.0,
265.0,283.0,269.0,89.0,262.0,60.0,32.0,,,0,0,0,,0.0
195.0,192.0,194.0,194.0,196.0,40.0,,,,0,0,0,41.0,42.0
220.0,237.0,209.0,142.0,203.0,90.0,,,,0,0,0,,
195.0,265.0,278.0,150.0,231.0,70.0,27.0,,,0,0,0,24.0,12.0
265.0,258.0,219.0,156.0,260.0,90.0,27.0,,,0,0,0,,26.0
266.0,275.0,298.0,96.0,282.0,70.0,28.0,,,0,0,0,0.0,0.0
257.0,245.0,210.0,141.0,220.0,70.0,27.0,,,0,0,0,50.0,21.0
287.0,300.0,209.0,74.0,217.0,80.0,27.0,,,0,0,0,33.0,77.0
262.0,259.0,251.0,119.0,242.0,70.0,32.0,,,0,0,0,5.0,
280.0,313.0,262.0,115.0,248.0,30.0,23.0,,,0,0,0,,33.0
234.0,256.0,215.0,141.0,213.0,70.0,28.0,,,0,0,0,,
209.0,264.0,226.0,118.0,179.0,60.0,35.0,,,0,0,0,,
221.0,245.0,174.0,162.0,199.0,80.0,27.0,,,0,0,0,11.0,4.0
267.0,270.0,264.0,115.0,255.0,70.0,,,,0,0,0,,
249.0,247.0,228.0,148.0,201.0,80.0,32.0,,,0,0,0,,
234.0,227.0,273.0,164.0,230.0,60.0,26.0,,,0,0,0,32.0,
225.0,203.0,214.0,156.0,179.0,60.0,27.0,,,0,0,0,,0.0
266.0,318.0,280.0,107.0,265.0,20.0,38.0,,,0,0,0,9.0,54.0
252.0,245.0,221.0,131.0,247.0,70.0,38.0,,,0,0,0,,
240.0,248.0,266.0,174.0,264.0,60.0,,,,0,0,0,,37.0
199.0,215.0,285.0,186.0,240.0,60.0,29.0,,,0,0,0,15.0,
290.0,291.0,230.0,164.0,213.0,50.0,,,,0,0,0,30.0,
238.0,246.0,251.0,128.0,226.0,80.0,33.0,,,0,0,0,12.0,
233.0,250.0,272.0,159.0,240.0,40.0,27.0,,,0,0,0,16.0,
281.0,268.0,274.0,107.0,280.0,70.0,28.0,,,0,0,0,34.0,
261.0,293.0,242.0,131.0,233.0,30.0,16.0,,,0,0,0,16.0,5.0
250.0,237.0,274.0,148.0,254.0,70.0,,,,0,0,0,20.0,11.0
247.0,232.0,227.0,176.0,249.0,90.0,25.0,,,0,1,0,11.0,
251.0,276.0,223.0,132.0,193.0,40.0,,,,0,0,0,,
280.0,280.0,228.0,168.0,235.0,70.0,24.0,,,0,0,0,57.0,
279.0,240.0,214.0,146.0,224.0,70.0,31.0,,,0,0,0,,
287.0,253.0,268.0,119.0,271.0,60.0,,,,0,0,0,,
286.0,189.0,265.0,195.0,289.0,70.0,,,,0,0,0,48.0,
262.0,248.0,250.0,145.0,197.0,70.0,,,,0,0,0,25.0,35.0
308.0,278.0,223.0,142.0,289.0,80.0,28.0,,,0,0,0,,
275.0,305.0,256.0,142.0,240.0,50.0,26.0,,,0,0,0,33.0,
248.0,243.0,229.0,154.0,222.0,70.0,21.0,,,0,1,0,,
285.0,261.0,205.0,140.0,263.0,70.0,,,,0,0,0,31.0,
260.0,262.0,231.0,187.0,273.0,70.0,,,,0,0,0,0.0,
218.0,235.0,233.0,164.0,240.0,70.0,,,,0,0,0,,
261.0,250.0,267.0,144.0,210.0,60.0,,,,0,0,0,33.0,
232.0,199.0,257.0,191.0,227.0,60.0,,,,0,0,0,39.0,
243.0,272.0,240.0,124.0,197.0,50.0,25.0,,,0,0,0,12.0,
259.0,263.0,275.0,110.0,212.0,70.0,,,,0,0,0,,32.0
260.0,252.0,265.0,155.0,256.0,80.0,,,,0,0,0,43.0,
258.0,284.0,237.0,114.0,231.0,60.0,33.0,,,0,0,0,,
252.0,276.0,246.0,179.0,248.0,40.0,,,,0,0,0,0.0,
207.0,243.0,231.0,146.0,238.0,60.0,28.0,,,0,0,0,11.0,
293.0,290.0,223.0,167.0,271.0,70.0,,,,0,0,0,,
226.0,214.0,237.0,172.0,208.0,70.0,26.0,,,0,1,0,0.0,
266.0,254.0,231.0,115.0,263.0,70.0,26.0,,,0,0,0,,
295.0,305.0,273.0,107.0,276.0,80.0,,,,0,0,0,25.0,
259.0,246.0,271.0,107.0,258.0,70.0,,,,0,0,0,50.0,
246.0,263.0,266.0,149.0,263.0,60.0,31.0,,,0,0,0,14.0,
222.0,290.0,207.0,131.0,193.0,50.0,,,,0,0,0,21.0,
236.0,263.0,218.0,183.0,217.0,60.0,23.0,,,0,0,0,58.0,
225.0,249.0,228.0,111.0,167.0,60.0,29.0,,,0,0,0,14.0,
267.0,266.0,228.0,88.0,250.0,90.0,24.0,,,0,0,0,31.0,
262.0,238.0,243.0,150.0,245.0,60.0,33.0,,,0,0,0,40.0,
233.0,232.0,267.0,159.0,247.0,90.0,24.0,,,0,0,0,,
247.0,249.0,224.0,151.0,207.0,90.0,23.0,,,0,0,0,7.0,
263.0,252.0,262.0,113.0,245.0,50.0,40.0,,,0,0,0,10.0,
252.0,258.0,215.0,146.0,256.0,30.0,27.0,,,0,0,0,57.0,
292.0,246.0,276.0,145.0,263.0,60.0,,,,0,0,0,48.0,35.0
248.0,265.0,297.0,145.0,239.0,60.0,,,,0,0,0,50.0,
244.0,266.0,227.0,145.0,247.0,70.0,,,,0,0,0,28.0,14.0
227.0,223.0,283.0,224.0,252.0,70.0,,,,0,0,0,62.0,
220.0,245.0,188.0,109.0,167.0,80.0,,,,0,0,0,,99.0
260.0,236.0,241.0,147.0,225.0,60.0,,,,0,0,0,38.0,29.0
275.0,285.0,266.0,90.0,267.0,80.0,,,,0,0,0,0.0,
211.0,200.0,218.0,224.0,300.0,60.0,,,,0,0,0,,
301.0,264.0,233.0,159.0,263.0,80.0,,,,0,0,0,40.0,
248.0,216.0,214.0,182.0,246.0,60.0,,,,0,0,0,21.0,
292.0,245.0,255.0,112.0,246.0,80.0,,,,0,0,0,18.0,3.0
251.0,265.0,215.0,168.0,180.0,70.0,,,,0,0,0,75.0,66.0
288.0,238.0,258.0,156.0,217.0,50.0,,,,0,0,0,68.0,87.0
248.0,231.0,236.0,138.0,237.0,70.0,31.0,,,0,0,0,,
237.0,284.0,278.0,118.0,212.0,90.0,24.0,,,0,1,0,23.0,
266.0,259.0,235.0,159.0,214.0,70.0,,,,0,0,0,14.0,16.0
269.0,233.0,288.0,162.0,272.0,60.0,,,,0,0,0,4.0,9.0
259.0,256.0,223.0,157.0,239.0,50.0,,,,0,0,0,17.0,
228.0,298.0,178.0,183.0,244.0,70.0,,,,0,0,0,,
285.0,309.0,225.0,64.0,195.0,40.0,,,,0,1,0,46.0,
265.0,234.0,265.0,156.0,204.0,80.0,,,,0,0,0,,
283.0,217.0,235.0,137.0,227.0,60.0,,,,0,0,0,84.0,64.0
299.0,305.0,265.0,70.0,243.0,50.0,26.0,,,0,0,0,0.0,
281.0,294.0,244.0,171.0,251.0,90.0,,,,0,0,0,61.0,
236.0,254.0,285.0,167.0,256.0,80.0,,,,0,0,0,0.0,18.0
289.0,266.0,258.0,150.0,250.0,50.0,,,,0,0,0,42.0,
287.0,235.0,292.0,124.0,252.0,50.0,,,,0,0,0,56.0,
246.0,244.0,206.0,181.0,238.0,,,,,0,0,0,33.0,
274.0,307.0,294.0,104.0,243.0,70.0,32.0,,,0,0,0,,
278.0,231.0,250.0,174.0,278.0,60.0,,,,0,0,0,22.0,
244.0,264.0,269.0,168.0,235.0,60.0,,,,0,0,0,0.0,37.0
279.0,280.0,214.0,145.0,204.0,60.0,,,,0,0,0,,
238.0,249.0,212.0,131.0,235.0,60.0,33.0,,,0,0,0,33.0,
259.0,258.0,237.0,135.0,254.0,60.0,24.0,,,0,0,0,,
269.0,285.0,242.0,105.0,246.0,50.0,,,,0,0,0,,48.0
247.0,257.0,239.0,142.0,238.0,60.0,,,,0,0,0,27.0,
256.0,237.0,260.0,114.0,240.0,90.0,,,,0,0,0,6.0,
257.0,277.0,292.0,139.0,277.0,60.0,,,,0,0,0,,
265.0,236.0,221.0,139.0,222.0,80.0,26.0,,,0,0,0,34.0,
216.0,248.0,266.0,157.0,223.0,40.0,,,,0,0,0,4.0,13.0
236.0,243.0,244.0,154.0,230.0,40.0,,,,0,0,0,33.0,
258.0,264.0,216.0,154.0,230.0,70.0,,,,0,0,0,11.0,
237.0,226.0,254.0,185.0,203.0,50.0,,,,0,0,0,41.0,65.0
295.0,283.0,261.0,181.0,261.0,50.0,,,,0,0,0,4.0,0.0
236.0,240.0,261.0,144.0,155.0,50.0,,,,0,0,0,,
235.0,248.0,272.0,141.0,226.0,70.0,,,,0,0,0,0.0,
257.0,228.0,234.0,150.0,196.0,30.0,20.0,,,0,0,0,15.0,
246.0,251.0,232.0,130.0,224.0,60.0,,,,0,0,0,57.0,
234.0,240.0,271.0,165.0,260.0,40.0,,,,0,0,0,0.0,
274.0,241.0,217.0,124.0,241.0,70.0,,,,0,0,0,89.0,84.0
284.0,276.0,264.0,120.0,266.0,50.0,24.0,,,0,0,0,,26.0
281.0,293.0,278.0,65.0,192.0,50.0,,,,0,0,0,,
208.0,210.0,286.0,170.0,203.0,70.0,,,,0,0,0,,
270.0,254.0,266.0,129.0,236.0,50.0,25.0,,,0,0,0,18.0,26.0
227.0,280.0,273.0,109.0,286.0,50.0,,,,0,0,0,73.0,
245.0,254.0,250.0,130.0,225.0,80.0,,,,0,0,0,29.0,
276.0,282.0,257.0,115.0,256.0,80.0,,,,0,0,0,22.0,
236.0,281.0,242.0,122.0,219.0,70.0,33.0,,,0,0,0,42.0,
259.0,262.0,261.0,178.0,189.0,50.0,,,,0,0,0,15.0,4.0
235.0,291.0,286.0,79.0,228.0,60.0,27.0,,,0,0,0,,
255.0,278.0,288.0,104.0,274.0,60.0,,,,0,0,0,3.0,
306.0,301.0,257.0,146.0,243.0,70.0,,,,0,0,0,,
264.0,284.0,277.0,158.0,248.0,40.0,,,,0,0,0,39.0,
260.0,294.0,267.0,116.0,277.0,70.0,,,,0,0,0,17.0,
246.0,303.0,297.0,138.0,269.0,60.0,,,,0,0,0,23.0,22.0
228.0,268.0,265.0,199.0,268.0,60.0,,,,0,0,0,56.0,
253.0,235.0,235.0,111.0,237.0,70.0,,,,0,0,0,74.0,
262.0,280.0,234.0,108.0,238.0,70.0,31.0,,,0,0,0,29.0,
269.0,253.0,253.0,139.0,218.0,40.0,,,,0,0,0,72.0,
206.0,259.0,263.0,139.0,235.0,50.0,28.0,,,0,0,0,33.0,
284.0,293.0,225.0,174.0,276.0,70.0,,,,0,0,0,13.0,12.0
243.0,300.0,204.0,140.0,195.0,60.0,,,,0,0,0,20.0,28.0
253.0,259.0,259.0,157.0,239.0,70.0,,,,0,0,0,11.0,
286.0,291.0,260.0,75.0,249.0,60.0,,,,0,0,0,41.0,26.0
263.0,251.0,260.0,106.0,250.0,60.0,,,,0,0,0,60.0,
252.0,281.0,272.0,148.0,238.0,80.0,,,,0,0,0,20.0,
251.0,213.0,261.0,155.0,259.0,60.0,,,,0,0,0,32.0,
271.0,282.0,276.0,112.0,245.0,50.0,,,,0,0,0,54.0,41.0
252.0,271.0,279.0,154.0,275.0,70.0,,,,0,0,0,,4.0
270.0,282.0,284.0,129.0,253.0,50.0,,,,0,0,0,40.0,36.0
244.0,247.0,212.0,140.0,201.0,80.0,,,,0,0,0,16.0,
310.0,290.0,290.0,104.0,209.0,90.0,,,,0,0,0,0.0,13.0
199.0,294.0,213.0,174.0,243.0,60.0,28.0,,,0,0,0,36.0,
277.0,286.0,257.0,148.0,234.0,60.0,,,,0,0,0,,
222.0,225.0,236.0,171.0,259.0,90.0,25.0,,,0,0,0,34.0,
257.0,288.0,218.0,96.0,216.0,70.0,26.0,,,0,0,0,69.0,
251.0,230.0,246.0,149.0,260.0,90.0,38.0,,,0,0,0,,
266.0,237.0,225.0,154.0,254.0,90.0,25.0,,,0,0,0,,
232.0,227.0,223.0,152.0,247.0,60.0,24.0,,,0,1,0,28.0,
270.0,279.0,210.0,170.0,258.0,50.0,,,,0,0,0,,
264.0,258.0,206.0,144.0,255.0,80.0,,,,0,0,0,36.0,
262.0,237.0,232.0,192.0,243.0,60.0,,,,0,0,0,75.0,
261.0,287.0,240.0,107.0,223.0,90.0,31.0,,,0,0,0,22.0,
264.0,270.0,216.0,100.0,212.0,40.0,,,,0,0,0,7.0,3.0
244.0,229.0,257.0,141.0,261.0,70.0,,,,0,0,0,21.0,16.0
279.0,279.0,235.0,106.0,260.0,60.0,28.0,,,0,0,0,32.0,0.0
256.0,240.0,182.0,157.0,209.0,90.0,24.0,,,0,1,0,36.0,
249.0,239.0,233.0,161.0,215.0,80.0,,,,0,0,0,0.0,
229.0,266.0,246.0,161.0,215.0,70.0,,,,0,0,0,16.0,
245.0,254.0,230.0,170.0,239.0,40.0,,,,0,0,0,8.0,
266.0,260.0,271.0,126.0,228.0,80.0,,,,0,0,0,7.0,3.0
224.0,260.0,194.0,137.0,227.0,70.0,27.0,,,0,0,0,43.0,
268.0,281.0,267.0,139.0,240.0,60.0,,,,0,0,0,32.0,11.0
313.0,295.0,241.0,83.0,280.0,70.0,36.0,,,0,0,0,39.0,
223.0,223.0,239.0,191.0,249.0,50.0,26.0,,,0,0,0,67.0,
214.0,232.0,300.0,113.0,241.0,30.0,,,,0,1,0,12.0,
274.0,304.0,243.0,146.0,224.0,80.0,,,,0,0,0,7.0,
311.0,230.0,246.0,148.0,293.0,60.0,,,,0,0,0,0.0,
258.0,240.0,231.0,156.0,239.0,90.0,21.0,,,0,0,0,,
253.0,259.0,218.0,158.0,225.0,60.0,27.0,,,0,0,0,,
258.0,307.0,272.0,68.0,268.0,70.0,39.0,,,0,0,0,4.0,
220.0,293.0,232.0,64.0,127.0,70.0,30.0,,,0,0,0,52.0,
227.0,211.0,217.0,194.0,231.0,90.0,24.0,,,0,0,0,20.0,
307.0,293.0,252.0,135.0,263.0,60.0,,,,0,0,0,,35.0
173.0,245.0,219.0,141.0,191.0,90.0,22.0,,,0,0,0,38.0,
219.0,275.0,192.0,133.0,200.0,80.0,,,,0,0,0,,
245.0,228.0,183.0,182.0,232.0,70.0,26.0,,,0,0,0,0.0,
255.0,260.0,320.0,133.0,257.0,50.0,,,,0,0,0,18.0,
302.0,280.0,266.0,95.0,256.0,60.0,,,,0,0,0,,12.0
298.0,253.0,263.0,108.0,236.0,60.0,,,,0,0,0,67.0,55.0
265.0,251.0,256.0,141.0,249.0,60.0,,,,0,0,0,42.0,
276.0,248.0,252.0,134.0,270.0,70.0,,,,0,0,0,0.0,
267.0,292.0,203.0,134.0,257.0,70.0,,,,0,0,0,0.0,
297.0,269.0,260.0,138.0,215.0,60.0,24.0,,,0,0,0,40.0,
234.0,275.0,313.0,84.0,271.0,90.0,32.0,,,0,0,0,15.0,
197.0,288.0,217.0,114.0,233.0,70.0,31.0,,,0,0,0,50.0,
299.0,265.0,276.0,114.0,292.0,70.0,,,,0,0,0,0.0,
281.0,269.0,240.0,134.0,258.0,60.0,27.0,,,0,0,0,67.0,
274.0,263.0,264.0,91.0,295.0,90.0,32.0,,,0,0,0,25.0,
266.0,223.0,302.0,170.0,286.0,70.0,,,,0,0,0,50.0,
277.0,250.0,256.0,133.0,265.0,50.0,26.0,,,0,0,0,0.0,
233.0,268.0,271.0,138.0,260.0,80.0,,,,0,0,0,21.0,
267.0,263.0,229.0,119.0,191.0,50.0,28.0,,,0,0,0,26.0,
263.0,299.0,290.0,90.0,275.0,70.0,32.0,,,0,0,0,22.0,
262.0,247.0,280.0,150.0,286.0,80.0,,,,0,0,0,66.0,
246.0,224.0,240.0,158.0,224.0,70.0,,,,0,0,0,,
291.0,292.0,230.0,123.0,241.0,60.0,35.0,,,0,0,0,74.0,
232.0,207.0,236.0,156.0,172.0,50.0,,,,0,0,0,64.0,
251.0,272.0,203.0,157.0,224.0,80.0,,,,0,0,0,38.0,
271.0,282.0,247.0,119.0,244.0,80.0,,,,0,0,1,64.0,
226.0,238.0,257.0,131.0,228.0,70.0,,,,0,0,0,,
244.0,267.0,246.0,114.0,208.0,60.0,33.0,,,0,0,0,24.0,
273.0,285.0,216.0,97.0,231.0,60.0,,,,0,0,0,,47.0
199.0,252.0,246.0,153.0,207.0,90.0,31.0,,,0,0,0,,
266.0,267.0,277.0,79.0,294.0,80.0,24.0,,,0,0,0,,
250.0,284.0,258.0,121.0,202.0,40.0,,,,0,0,0,25.0,
271.0,271.0,281.0,113.0,256.0,70.0,,,,0,0,0,,50.0
264.0,276.0,253.0,129.0,258.0,60.0,,,,0,0,0,18.0,32.0
263.0,306.0,277.0,120.0,283.0,70.0,,,,0,0,0,64.0,
188.0,228.0,216.0,181.0,184.0,60.0,,,,0,0,0,,
252.0,254.0,221.0,161.0,230.0,60.0,,,,0,0,0,33.0,
289.0,277.0,245.0,100.0,264.0,30.0,,,,0,0,0,50.0,
