id,gender,char_g, char_t,year,t0F,t1F,t2F,t3F,t4F,t5F,t6F,t7F,t8F,t9F,t0V,t1V,t2V,t3V,t4V,t5V,t6V,t7V,t8V,t9V,t0L,t1L,t2L,t3L,t4L,t5L,t6L,t7L,t8L,t9L,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD,WORDS_N,UNIQUE_R,Close_type
14233229,0,0,2,2015,0,0,1,0,0,0,0,0,0,0,0.01429,0.15714,0.72857,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0,8,9,0,0,0,0,0,0,0,1,2,1,60.0,,4.0,,0,0,76,38.0,,10,1.0000,0
14233395,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00417,0.00417,0.62917,0.00417,0.33750,0.00417,0.00417,0.00417,0.00417,0.00417,0,0,9,0,8,0,0,0,0,0,1,2,0,70.0,,4.0,,0,0,0,22.0,21.0,47,0.8511,0
14233491,1,1,3,2015,1,0,0,0,0,0,0,0,0,0,0.37000,0.13667,0.00333,0.20333,0.00333,0.00333,0.17000,0.07000,0.00333,0.03667,9,6,0,8,0,0,7,5,0,4,1,2,0,60.0,27.0,4.0,,0,0,0,32.0,0.0,48,0.8958,0
14233575,0,1,3,2015,0,0,0,0,0,0,1,0,0,0,0.00455,0.09545,0.00455,0.14091,0.09545,0.00455,0.64091,0.00455,0.00455,0.00455,0,6,0,8,6,0,9,0,0,0,1,2,0,90.0,,6.0,,0,0,0,0.0,,49,0.8367,0
14233815,1,1,3,2015,1,0,0,0,0,0,0,0,0,0,0.53438,0.15937,0.19062,0.00313,0.00313,0.00313,0.00313,0.03438,0.06563,0.00313,9,7,8,0,0,0,0,5,6,0,1,2,1,70.0,24.0,5.0,,0,0,83,0.0,5.0,47,0.8936,0
14234128,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00714,0.36429,0.00714,0.00714,0.07857,0.07857,0.00714,0.00714,0.00714,0.43571,0,8,0,0,6,6,0,0,0,9,1,2,1,60.0,,4.0,,0,0,74,31.0,46.0,26,0.9231,0
14234252,1,0,3,2015,0,0,0,1,0,0,0,0,0,0,0.25500,0.00500,0.00500,0.40500,0.20500,0.00500,0.00500,0.00500,0.00500,0.10500,8,0,0,9,7,0,0,0,0,6,1,2,1,60.0,28.0,4.0,,0,0,74,22.0,,32,0.9062,0
14238230,0,1,3,2015,0,0,1,0,0,0,0,0,0,0,0.00769,0.00769,0.70000,0.00769,0.00769,0.00769,0.00769,0.00769,0.23846,0.00769,0,0,9,0,0,0,0,0,8,0,1,2,1,70.0,,4.0,,0,0,71,9.0,,20,0.9500,0
14238233,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00476,0.00476,0.00476,0.00476,0.10000,0.00476,0.00476,0.24286,0.00476,0.62381,0,0,0,0,7,0,0,8,0,9,1,2,1,60.0,,4.0,,0,0,77,40.0,50.0,36,0.9167,0
14238564,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00476,0.00476,0.00476,0.00476,0.10000,0.00476,0.00476,0.00476,0.00476,0.86190,0,0,0,0,8,0,0,0,0,9,1,2,1,70.0,,6.0,,0,0,75,0.0,,47,0.9149,0
14239215,0,2,4,2015,0,0,0,0,0,0,1,1,0,0,0.00455,0.00455,0.00455,0.00455,0.18636,0.00455,0.27727,0.27727,0.18636,0.05000,0,0,0,0,6,0,8,8,6,5,1,2,1,70.0,,4.0,,0,0,78,,41.0,44,0.7500,0
14239370,0,1,1,2015,0,0,0,0,0,0,0,0,1,0,0.00455,0.00455,0.00455,0.09545,0.00455,0.00455,0.00455,0.00455,0.50455,0.36818,0,0,0,7,0,0,0,0,9,8,1,2,1,70.0,,5.0,,0,0,71,37.0,,51,0.8235,1
14239447,0,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.00357,0.18214,0.00357,0.00357,0.00357,0.00357,0.50357,0.11071,0.00357,0.18214,0,7,0,0,0,0,9,6,0,7,1,2,1,50.0,,4.0,,0,0,74,25.0,,45,0.9333,0
14239593,1,1,3,2015,0,0,0,0,0,0,1,0,0,0,0.00417,0.12917,0.00417,0.00417,0.00417,0.00417,0.75417,0.00417,0.08750,0.00417,0,8,0,0,0,0,9,0,7,0,1,2,1,60.0,28.0,6.0,,0,1,84,40.0,,45,0.9333,0
14239595,0,1,2,2015,0,0,0,1,0,0,0,0,0,1,0.00526,0.00526,0.00526,0.42632,0.00526,0.00526,0.00526,0.11053,0.00526,0.42632,0,0,0,8,0,0,0,7,0,8,1,2,1,50.0,,,93.0,0,0,74,,50.0,45,0.9333,0
14239665,0,0,2,2015,1,0,0,0,0,0,0,0,0,0,0.46538,0.04231,0.00385,0.00385,0.00385,0.11923,0.00385,0.35000,0.00385,0.00385,9,6,0,0,0,7,0,8,0,0,1,2,1,60.0,,7.0,,0,0,80,10.0,29.0,50,0.8800,0
14239784,0,0,4,2015,0,0,1,0,0,0,0,0,0,0,0.10000,0.00476,0.67143,0.00476,0.00476,0.10000,0.10000,0.00476,0.00476,0.00476,6,0,9,0,0,6,6,0,0,0,1,2,1,50.0,,,94.0,0,0,77,10.0,7.0,47,0.7660,0
14240351,0,2,4,2015,0,0,0,0,1,0,1,0,0,0,0.00833,0.00833,0.00833,0.00833,0.42500,0.00833,0.42500,0.09167,0.00833,0.00833,0,0,0,0,8,0,8,7,0,0,1,2,1,90.0,,4.0,,0,0,71,,,21,0.8571,0
14240544,1,1,2,2015,0,0,0,0,0,0,0,1,0,0,0.00435,0.00435,0.00435,0.00435,0.09130,0.26522,0.17826,0.43913,0.00435,0.00435,0,0,0,0,6,8,7,9,0,0,1,2,1,60.0,23.0,4.0,,0,0,72,33.0,,46,0.9348,0
14240613,0,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.50417,0.42083,0.00417,0.00417,0.04583,0.00417,0.00417,0.00417,0.00417,0.00417,9,8,0,0,7,0,0,0,0,0,1,2,1,80.0,,6.0,,0,0,75,,27.0,46,0.8696,0
14240695,0,0,3,2015,0,0,0,0,0,0,0,0,1,0,0.04400,0.04400,0.36400,0.00400,0.00400,0.00400,0.00400,0.00400,0.40400,0.12400,5,5,8,0,0,0,0,0,9,7,1,2,1,60.0,,4.0,,0,0,73,55.0,,48,0.8333,0
14240725,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00556,0.00556,0.06111,0.06111,0.00556,0.00556,0.00556,0.11667,0.00556,0.72778,0,0,6,6,0,0,0,8,0,9,1,2,1,70.0,,6.0,,0,0,77,6.0,,42,0.9048,0
14240994,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.04783,0.48261,0.00435,0.04783,0.00435,0.35217,0.04783,0.00435,0.00435,0.00435,5,9,0,5,0,8,5,0,0,0,1,2,0,60.0,,4.0,,0,0,0,24.0,,47,0.9149,0
14241155,0,1,3,2015,0,0,0,0,0,0,0,0,1,0,0.08400,0.00400,0.04400,0.12400,0.24400,0.12400,0.08400,0.00400,0.28400,0.00400,4,0,3,6,8,6,4,0,9,0,1,2,1,80.0,,5.0,,0,0,83,29.0,,47,0.9787,0
14241254,0,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00588,0.00588,0.00588,0.94706,0.00588,0.00588,0.00588,0.00588,0.00588,0.00588,0,0,0,9,0,0,0,0,0,0,1,2,1,60.0,,5.0,,0,0,76,68.0,,46,0.8043,0
14241792,0,1,2,2015,1,0,0,0,0,0,0,1,0,0,0.40400,0.00400,0.04400,0.00400,0.12400,0.00400,0.00400,0.40400,0.00400,0.00400,8,0,6,0,7,0,0,8,0,0,1,2,1,60.0,,5.0,,0,0,78,,,48,0.9167,0
14241828,0,0,4,2015,0,0,0,0,0,1,0,0,0,0,0.27576,0.00303,0.00303,0.00303,0.00303,0.42727,0.00303,0.00303,0.27576,0.00303,7,0,0,0,0,9,0,0,7,0,1,2,1,60.0,,6.0,,0,0,73,30.0,,46,0.9348,0
14241882,0,1,1,2015,0,0,0,0,0,0,0,0,1,0,0.00500,0.15500,0.00500,0.00500,0.30500,0.15500,0.00500,0.00500,0.35500,0.00500,0,6,0,0,8,6,0,0,9,0,1,2,1,70.0,,5.0,,0,0,69,3.0,23.0,30,1.0000,2
14241900,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.01250,0.63750,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.13750,0.13750,0,9,0,0,0,0,0,0,7,7,1,2,1,60.0,,5.0,,0,0,74,28.0,5.0,10,1.0000,0
14241960,0,1,1,2015,0,0,0,0,0,0,0,0,0,1,0.08462,0.00769,0.00769,0.08462,0.00769,0.00769,0.31538,0.08462,0.00769,0.39231,5,0,0,5,0,0,8,5,0,9,1,2,1,40.0,,,93.0,0,0,69,9.0,19.0,27,1.0000,5
14242072,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0.00526,0.00526,0.00526,0.21579,0.68947,0.00526,0.00526,0.00526,0.05789,0.00526,0,0,0,8,9,0,0,0,7,0,1,2,1,60.0,32.0,5.0,,0,0,72,7.0,,45,0.8667,0
14242114,0,0,1,2015,1,0,0,0,0,1,0,0,0,0,0.40500,0.00500,0.00500,0.00500,0.05500,0.40500,0.05500,0.05500,0.00500,0.00500,8,0,0,0,5,8,5,5,0,0,1,2,1,70.0,,6.0,,0,0,83,,19.0,45,0.8667,3
14242458,0,1,1,2015,0,0,0,0,1,0,0,0,1,0,0.00556,0.00556,0.00556,0.00556,0.33889,0.00556,0.00556,0.28333,0.33889,0.00556,0,0,0,0,8,0,0,7,8,0,1,2,1,60.0,,7.0,,0,0,74,,0.0,48,0.8750,5
14242619,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0.00313,0.00313,0.15937,0.00313,0.00313,0.00313,0.00313,0.25312,0.56563,0.00313,0,0,7,0,0,0,0,8,9,0,1,2,1,70.0,,5.0,,0,0,80,0.0,,48,0.8125,7
14242721,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.20500,0.20500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.05500,0.50500,7,7,0,0,0,0,0,0,6,9,1,2,1,60.0,,4.0,,0,0,78,10.0,,44,0.7955,0
14243299,0,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.39643,0.00357,0.32500,0.00357,0.00357,0.00357,0.00357,0.25357,0.00357,0.00357,9,0,8,0,0,0,0,7,0,0,1,2,1,50.0,,7.0,,0,0,74,43.0,,46,0.8696,0
14243471,0,0,2,2015,0,0,0,0,0,0,0,0,0,1,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.93077,0,0,0,0,0,0,0,0,0,9,1,2,1,60.0,,5.0,,0,0,76,11.0,,26,0.9615,0
14243480,0,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.41724,0.00345,0.03793,0.31379,0.00345,0.03793,0.00345,0.17586,0.00345,0.00345,9,0,5,8,0,5,0,7,0,0,1,2,1,80.0,,6.0,,0,0,76,48.0,,48,0.9583,0
14243508,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.27727,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.68636,8,0,0,0,0,0,0,0,0,9,1,2,0,70.0,26.0,4.0,,0,0,0,41.0,,36,0.9722,0
14243640,0,0,3,2015,1,0,0,0,0,0,0,0,1,0,0.32273,0.00455,0.09545,0.00455,0.00455,0.00455,0.23182,0.00455,0.32273,0.00455,8,0,6,0,0,0,7,0,8,0,1,2,1,70.0,,5.0,,0,0,80,,29.0,49,0.8776,0
14243830,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.00476,0.05238,0.86190,0.00476,0.00476,0.00476,0.00476,0.05238,0.00476,0.00476,0,7,9,0,0,0,0,7,0,0,1,2,1,60.0,,4.0,,0,0,80,40.0,20.0,48,0.8333,1
14244020,0,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.00370,0.00370,0.22593,0.15185,0.00370,0.00370,0.48519,0.11481,0.00370,0.00370,0,0,8,7,0,0,9,6,0,0,1,2,1,70.0,,5.0,,0,0,69,,14.0,49,0.8776,0
14244219,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00400,0.00400,0.72400,0.00400,0.20400,0.00400,0.00400,0.00400,0.04400,0.00400,0,0,9,0,8,0,0,0,7,0,1,2,1,70.0,,5.0,,0,0,80,,,43,0.7442,0
14244589,0,1,1,2015,0,0,0,0,0,0,0,1,0,0,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.54615,0.39231,0.00769,0,0,0,0,0,0,0,9,8,0,1,2,1,60.0,,7.0,,0,0,80,,,23,1.0000,2
14244601,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.09130,0.00435,0.00435,0.00435,0.09130,0.04783,0.00435,0.04783,0.04783,0.65652,7,0,0,0,7,4,0,4,4,9,1,2,1,60.0,,4.0,,0,0,78,,,48,0.9167,0
14244741,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.00385,0.00385,0.81154,0.11923,0.00385,0.00385,0.00385,0.00385,0.04231,0.00385,0,0,9,8,0,0,0,0,7,0,1,2,1,70.0,,7.0,,0,0,79,31.0,,47,0.8511,5
14245025,0,0,1,2015,0,1,0,0,0,0,0,0,0,0,0.00385,0.38846,0.00385,0.00385,0.00385,0.31154,0.00385,0.04231,0.15769,0.08077,0,9,0,0,0,8,0,5,7,6,1,2,1,70.0,,4.0,,0,0,68,23.0,,47,0.8936,7
14245280,1,1,2,2015,0,1,0,0,1,0,0,0,0,0,0.00435,0.30870,0.00435,0.22174,0.30870,0.00435,0.09130,0.04783,0.00435,0.00435,0,8,0,7,8,0,6,5,0,0,1,2,1,70.0,35.0,6.0,,0,0,84,24.0,,44,0.9091,0
14245444,1,1,3,2015,0,0,0,0,0,0,0,0,1,0,0.30500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.05500,0.60500,0.00500,8,0,0,0,0,0,0,7,9,0,1,2,1,50.0,32.0,4.0,,0,0,85,24.0,26.0,30,0.9333,0
14245453,0,2,3,2015,0,0,0,0,0,0,1,0,0,0,0.13478,0.26522,0.00435,0.00435,0.00435,0.00435,0.48261,0.00435,0.09130,0.00435,7,8,0,0,0,0,9,0,6,0,1,2,1,80.0,,7.0,,0,0,78,8.0,,42,0.9762,0
14245643,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.30333,0.00333,0.10333,0.00333,0.00333,0.00333,0.17000,0.20333,0.00333,0.20333,9,0,5,0,0,0,6,7,0,7,1,2,1,70.0,29.0,6.0,,0,0,82,0.0,0.0,45,0.9778,0
14245659,0,0,3,2015,0,0,0,0,0,0,0,0,1,0,0.24400,0.00400,0.00400,0.00400,0.08400,0.00400,0.00400,0.00400,0.64400,0.00400,8,0,0,0,7,0,0,0,9,0,1,2,1,70.0,,6.0,,0,1,87,45.0,,49,0.8980,0
14245675,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00455,0.05000,0.64091,0.00455,0.23182,0.05000,0.00455,0.00455,0.00455,0.00455,0,6,9,0,8,6,0,0,0,0,1,2,1,70.0,,4.0,,0,0,77,9.0,0.0,48,0.9375,0
14246161,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00476,0.00476,0.52857,0.00476,0.00476,0.00476,0.10000,0.00476,0.00476,0.33810,0,0,9,0,0,0,7,0,0,8,1,2,1,60.0,,4.0,,0,0,86,,36.0,49,0.8776,0
14246231,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.00588,0.18235,0.47647,0.00588,0.30000,0.00588,0.00588,0.00588,0.00588,0.00588,0,7,9,0,8,0,0,0,0,0,1,2,1,60.0,,4.0,,0,0,78,49.0,,32,0.9688,1
14246253,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.07857,0.43571,0.00714,0.00714,0.00714,0.07857,0.07857,0.00714,0.00714,0.29286,5,9,0,0,0,5,5,0,0,8,1,2,0,60.0,,5.0,,0,0,0,18.0,17.0,29,1.0000,0
14246985,0,0,2,2015,0,1,0,0,0,0,0,0,0,0,0.00370,0.37407,0.11481,0.00370,0.00370,0.00370,0.18889,0.30000,0.00370,0.00370,0,9,6,0,0,0,7,8,0,0,1,2,1,90.0,,4.0,,0,0,81,27.0,,45,0.8444,0
14247082,1,1,3,2015,0,0,0,0,0,0,0,0,1,0,0.00400,0.00400,0.00400,0.00400,0.24400,0.00400,0.04400,0.00400,0.68400,0.00400,0,0,0,0,8,0,7,0,9,0,1,2,1,60.0,27.0,3.0,,0,0,83,41.0,27.0,45,0.9333,0
14247649,0,2,4,2015,0,0,1,0,0,1,0,0,0,0,0.08077,0.00385,0.31154,0.15769,0.00385,0.31154,0.04231,0.00385,0.00385,0.08077,5,0,8,7,0,8,4,0,0,5,1,2,1,60.0,,4.0,,0,0,73,9.0,,47,0.8298,0
14247676,0,1,1,2015,0,0,0,0,0,1,0,0,0,0,0.05500,0.00500,0.00500,0.00500,0.00500,0.40500,0.00500,0.15500,0.00500,0.35500,6,0,0,0,0,9,0,7,0,8,1,2,1,70.0,,5.0,,0,0,85,0.0,3.0,37,0.9459,6
14248067,1,1,1,2015,0,0,0,0,0,0,0,0,1,0,0.00625,0.00625,0.13125,0.00625,0.38125,0.00625,0.00625,0.00625,0.44375,0.00625,0,0,7,0,8,0,0,0,9,0,1,2,1,60.0,26.0,4.0,,0,0,78,,,35,0.8571,1
14248425,0,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.05500,0.20500,0.00500,0.35500,0.00500,0.00500,0.00500,0.00500,0.05500,0.30500,5,7,0,9,0,0,0,0,5,8,1,2,0,60.0,,3.0,,0,0,0,85.0,,44,0.8636,0
14248482,0,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00500,0.00500,0.00500,0.70500,0.00500,0.00500,0.00500,0.25500,0.00500,0.00500,0,0,0,9,0,0,0,8,0,0,1,2,1,70.0,,4.0,,0,1,83,86.0,,46,0.9130,0
14248715,0,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.48400,0.40400,0.00400,0.08400,0.00400,0.00400,0.00400,0.00400,0.00400,0.00400,9,8,0,7,0,0,0,0,0,0,1,2,1,60.0,,4.0,,0,0,81,78.0,,45,0.8222,0
14249164,0,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.40333,0.00333,0.00333,0.10333,0.00333,0.33667,0.00333,0.00333,0.00333,0.13667,9,0,0,6,0,8,0,0,0,7,1,2,1,70.0,,4.0,,0,0,78,,0.0,40,0.9750,0
14249384,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.19062,0.00313,0.50313,0.00313,0.06563,0.22187,0.00313,0.00313,0.00313,0.00313,7,0,9,0,6,8,0,0,0,0,1,2,1,70.0,,5.0,,0,0,77,46.0,29.0,41,0.9024,1
14249660,0,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00455,0.00455,0.05000,0.73182,0.00455,0.00455,0.18636,0.00455,0.00455,0.00455,0,0,7,9,0,0,8,0,0,0,1,2,1,70.0,,4.0,,0,0,83,64.0,51.0,50,0.9000,0
14249747,0,0,2,2015,0,0,0,0,0,1,0,0,0,0,0.00909,0.00909,0.00909,0.00909,0.00909,0.37273,0.19091,0.19091,0.00909,0.19091,0,0,0,0,0,9,6,6,0,6,1,2,1,60.0,,4.0,,0,0,83,57.0,71.0,23,0.9565,0
14250689,0,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00370,0.37407,0.00370,0.41111,0.00370,0.11481,0.07778,0.00370,0.00370,0.00370,0,8,0,9,0,7,6,0,0,0,1,2,1,80.0,,4.0,,0,0,80,20.0,,43,0.9535,0
14250751,0,1,3,2015,0,0,0,0,0,0,0,0,1,0,0.00556,0.00556,0.00556,0.00556,0.00556,0.00556,0.00556,0.00556,0.95000,0.00556,0,0,0,0,0,0,0,0,9,0,1,2,1,70.0,,5.0,,0,0,78,71.0,,45,0.7778,0
14250818,1,1,1,2015,0,0,0,0,0,0,0,0,1,0,0.00435,0.00435,0.04783,0.13478,0.00435,0.00435,0.00435,0.26522,0.30870,0.22174,0,0,5,6,0,0,0,8,9,7,1,2,1,60.0,29.0,3.0,,0,0,74,8.0,0.0,48,0.9375,5
14250981,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00370,0.11481,0.00370,0.00370,0.04074,0.00370,0.00370,0.00370,0.11481,0.70741,0,7,0,0,6,0,0,0,7,9,1,2,1,70.0,28.0,4.0,,0,0,76,75.0,,48,0.8750,0
14251103,0,1,3,2015,0,0,0,1,0,0,0,0,0,0,0.00400,0.12400,0.00400,0.68400,0.00400,0.00400,0.00400,0.00400,0.16400,0.00400,0,7,0,9,0,0,0,0,8,0,1,2,1,90.0,,5.0,,0,0,78,14.0,,45,0.8444,0
14251223,1,1,1,2015,0,0,1,0,0,0,0,0,0,0,0.04231,0.00385,0.88846,0.00385,0.04231,0.00385,0.00385,0.00385,0.00385,0.00385,7,0,9,0,7,0,0,0,0,0,1,2,1,60.0,29.0,3.0,,0,0,83,8.0,15.0,52,0.6923,1
14251346,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0.16400,0.00400,0.00400,0.00400,0.20400,0.40400,0.04400,0.16400,0.00400,0.00400,6,0,0,0,8,9,5,6,0,0,1,2,1,60.0,,5.0,,0,0,82,,0.0,38,1.0000,0
14251552,1,2,4,2015,0,1,0,0,0,0,0,0,0,0,0.00588,0.53529,0.00588,0.00588,0.18235,0.18235,0.00588,0.00588,0.00588,0.06471,0,9,0,0,7,7,0,0,0,6,1,2,1,60.0,26.0,4.0,,0,0,72,8.0,16.0,37,0.9189,0
14251964,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00400,0.00400,0.08400,0.00400,0.08400,0.00400,0.00400,0.00400,0.16400,0.64400,0,0,6,0,6,0,0,0,8,9,1,2,1,90.0,25.0,3.0,,0,0,82,14.0,,40,0.8500,0
14252005,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0.00455,0.00455,0.36818,0.05000,0.00455,0.00455,0.09545,0.05000,0.41364,0.00455,0,0,8,5,0,0,7,5,9,0,1,2,1,60.0,,3.0,,0,0,75,22.0,,48,0.9583,1
14252292,0,2,3,2015,0,0,0,0,0,0,0,0,1,0,0.00588,0.00588,0.06471,0.00588,0.00588,0.00588,0.35882,0.00588,0.53529,0.00588,0,0,7,0,0,0,8,0,9,0,1,2,1,80.0,,4.0,,0,0,67,10.0,,30,0.9000,0
14252534,0,1,1,2015,0,0,0,0,1,0,0,0,0,0,0.00526,0.11053,0.26842,0.00526,0.53158,0.05789,0.00526,0.00526,0.00526,0.00526,0,7,8,0,9,6,0,0,0,0,1,2,1,60.0,,4.0,,0,0,70,23.0,,32,0.9062,1
14252633,1,1,2,2015,0,1,1,0,0,0,0,0,0,0,0.28333,0.33889,0.33889,0.00556,0.00556,0.00556,0.00556,0.00556,0.00556,0.00556,7,8,8,0,0,0,0,0,0,0,1,2,1,50.0,26.0,3.0,,0,0,78,25.0,,53,0.8679,0
14252778,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0.00417,0.00417,0.00417,0.42083,0.00417,0.54583,0.00417,0.00417,0.00417,0.00417,0,0,0,8,0,9,0,0,0,0,1,2,1,50.0,,5.0,,0,0,83,0.0,8.0,49,0.8367,0
14252795,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.17826,0.00435,0.35217,0.00435,0.09130,0.00435,0.13478,0.09130,0.04783,0.09130,8,0,9,0,4,0,7,4,3,4,1,2,1,60.0,,5.0,,0,0,79,26.0,,47,0.8723,4
14252801,0,1,3,2015,0,0,0,0,0,0,0,0,1,0,0.00435,0.00435,0.43913,0.04783,0.00435,0.00435,0.00435,0.00435,0.48261,0.00435,0,0,8,7,0,0,0,0,9,0,1,2,0,70.0,,4.0,,0,0,0,45.0,,43,0.8837,0
14252862,0,0,3,2015,0,0,0,0,1,0,0,0,0,0,0.10500,0.00500,0.00500,0.30500,0.45500,0.00500,0.10500,0.00500,0.00500,0.00500,6,0,0,8,9,0,6,0,0,0,1,2,1,60.0,,4.0,,0,0,77,0.0,8.0,44,0.9545,0
14252987,0,0,1,2015,0,0,0,0,0,0,0,1,0,0,0.16316,0.00526,0.21579,0.00526,0.00526,0.00526,0.00526,0.37368,0.21579,0.00526,6,0,7,0,0,0,0,9,7,0,1,2,1,60.0,,4.0,,0,0,73,,,45,0.9556,7
14253322,0,1,1,2015,0,0,0,0,1,0,0,0,0,0,0.00526,0.00526,0.32105,0.00526,0.58421,0.00526,0.00526,0.05789,0.00526,0.00526,0,0,8,0,9,0,0,7,0,0,1,2,1,60.0,,5.0,,0,0,79,73.0,38.0,50,0.8400,1
14253631,1,0,2,2015,1,0,0,0,0,0,0,0,0,0,0.39565,0.00435,0.13478,0.00435,0.00435,0.00435,0.22174,0.22174,0.00435,0.00435,9,0,6,0,0,0,7,7,0,0,1,2,1,80.0,25.0,4.0,,0,0,76,8.0,,47,0.9362,0
14253639,1,1,1,2015,0,0,0,0,0,1,0,0,0,0,0.05500,0.00500,0.00500,0.00500,0.30500,0.60500,0.00500,0.00500,0.00500,0.00500,7,0,0,0,8,9,0,0,0,0,1,2,1,50.0,35.0,5.0,,0,0,74,49.0,42.0,47,0.9149,6
14254031,0,1,2,2015,0,0,0,0,1,0,0,0,0,1,0.05789,0.00526,0.00526,0.00526,0.37368,0.00526,0.11053,0.05789,0.00526,0.37368,5,0,0,0,8,0,7,5,0,8,1,2,1,60.0,,4.0,,0,0,75,50.0,,43,0.9302,0
14254177,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00526,0.00526,0.00526,0.00526,0.26842,0.00526,0.00526,0.00526,0.16316,0.53158,0,0,0,0,8,0,0,0,7,9,1,2,1,50.0,33.0,5.0,,0,0,78,41.0,20.0,36,0.8889,0
14254187,0,0,1,2015,1,0,0,0,0,0,0,0,0,0,0.59545,0.05000,0.14091,0.00455,0.00455,0.00455,0.00455,0.00455,0.18636,0.00455,9,6,7,0,0,0,0,0,8,0,1,2,1,70.0,,5.0,,0,0,88,10.0,,49,0.8980,4
14254197,0,0,1,2015,0,0,0,0,0,0,1,0,0,0,0.00323,0.00323,0.16452,0.00323,0.00323,0.16452,0.61613,0.00323,0.00323,0.03548,0,0,7,0,0,7,9,0,0,6,1,2,1,70.0,,5.0,,0,0,87,,7.0,49,0.8571,7
14254902,0,1,1,2015,0,0,1,0,0,0,0,0,0,0,0.00455,0.18636,0.68636,0.09545,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0,8,9,7,0,0,0,0,0,0,1,2,1,70.0,,6.0,,0,0,84,70.0,,51,0.8039,1
14254959,1,1,3,2015,0,0,0,0,0,0,1,0,0,0,0.00625,0.00625,0.00625,0.00625,0.06875,0.00625,0.50625,0.00625,0.38125,0.00625,0,0,0,0,7,0,9,0,8,0,1,2,0,70.0,30.0,3.0,,0,0,0,31.0,,32,0.9688,0
14255035,0,1,2,2015,0,0,0,0,1,0,0,0,0,0,0.00455,0.00455,0.00455,0.00455,0.50455,0.00455,0.14091,0.00455,0.00455,0.32273,0,0,0,0,9,0,7,0,0,8,1,2,1,80.0,,5.0,,0,0,81,,,49,0.8776,0
14255191,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.07500,0.21786,0.64643,0.00357,0.03929,0.00357,0.00357,0.00357,0.00357,0.00357,7,8,9,0,6,0,0,0,0,0,1,2,1,50.0,,4.0,,0,0,80,60.0,76.0,47,0.8511,0
14255282,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00588,0.00588,0.41765,0.00588,0.00588,0.00588,0.24118,0.00588,0.00588,0.30000,0,0,9,0,0,0,7,0,0,8,1,2,1,80.0,,5.0,,0,0,68,30.0,42.0,52,0.9038,0
