id,gender,char_g, char_t,year,t0F,t1F,t2F,t3F,t4F,t5F,t6F,t7F,t8F,t9F,t10F,t11F,t12F,t13F,t14F,t0V,t1V,t2V,t3V,t4V,t5V,t6V,t7V,t8V,t9V,t10V,t11V,t12V,t13V,t14V,t0L,t1L,t2L,t3L,t4L,t5L,t6L,t7L,t8L,t9L,t10L,t11L,t12L,t13L,t14L,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD,WORDS_N,UNIQUE_R,Close_type
14277012,0,0,1,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.54146,0.00488,0.00488,0.00488,0.00488,0.39512,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,1,2,1,60.0,,5.0,,0,0,80,6.0,,45,0.9111,7
14277025,1,1,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00364,0.04000,0.25818,0.00364,0.00364,0.00364,0.00364,0.04000,0.07636,0.07636,0.29455,0.00364,0.18545,0.00364,0.00364,0,8,13,0,0,0,0,8,10,10,14,0,12,0,0,1,2,1,70.0,24.0,4.0,,0,0,78,25.0,,42,0.9286,7
14277251,0,1,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.31930,0.63509,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,2,1,60.0,,4.0,,0,0,62,17.0,,49,0.9592,7
14277306,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00513,0.00513,0.00513,0.00513,0.10769,0.00513,0.00513,0.00513,0.00513,0.00513,0.82564,0.00513,0.00513,0.00513,0.00513,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,1,2,1,60.0,,3.0,,0,0,84,38.0,70.0,44,0.9318,0
14278033,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00571,0.00571,0.00571,0.00571,0.40571,0.29143,0.06286,0.17714,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0,0,0,0,14,13,11,12,0,0,0,0,0,0,0,1,2,1,60.0,25.0,4.0,,0,0,87,14.0,36.0,40,0.7250,0
14278115,1,1,2,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00870,0.00870,0.00870,0.53043,0.00870,0.35652,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,1,2,1,80.0,25.0,5.0,,0,0,81,44.0,,26,0.8846,0
14278202,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00392,0.23922,0.00392,0.00392,0.00392,0.16078,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.31765,0.08235,0.16078,0,13,0,0,0,11,0,0,0,0,0,0,14,10,11,1,2,1,60.0,,4.0,,0,0,75,3.0,,48,0.9167,0
14278271,1,2,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15897,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.26154,0.00513,0.00513,0.51795,0.00513,0.00513,0.00513,0.00513,12,0,0,0,0,0,0,13,0,0,14,0,0,0,0,1,2,1,60.0,26.0,5.0,,0,0,84,38.0,,46,0.9130,0
14279586,0,2,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0.51186,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.03729,0.00339,0.00339,0.00339,0.00339,0.41017,0,14,0,0,0,0,0,0,0,12,0,0,0,0,13,1,2,1,70.0,,5.0,,0,0,75,36.0,,45,0.9778,0
14279914,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.00351,0.00351,0.00351,0.03860,0.00351,0.00351,0.00351,0.00351,0.28421,0.00351,0.24912,0.00351,0.28421,0.00351,0.10877,0,0,0,10,0,0,0,0,13,0,12,0,13,0,11,1,2,0,60.0,,5.0,,0,0,0,20.0,,49,0.8571,7
14279960,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00392,0.00392,0.16078,0.31765,0.00392,0.00392,0.00392,0.08235,0.00392,0.04314,0.35686,0.00392,0.00392,0.00392,0.00392,0,0,12,13,0,0,0,11,0,10,14,0,0,0,0,1,2,1,60.0,,4.0,,0,0,76,,0.0,51,0.9216,1
14279993,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.04889,0.00444,0.62667,0.00444,0.13778,0.13778,0.00444,0,0,0,0,0,0,0,0,11,0,14,0,12,12,0,1,2,1,60.0,,5.0,,0,0,71,,0.0,44,0.9318,0
14280571,0,2,2,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.89630,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,2,1,70.0,,2.0,,0,0,80,,,30,0.9000,0
14282895,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00392,0.00392,0.12157,0.00392,0.00392,0.59216,0.00392,0.00392,0.04314,0.00392,0.04314,0.00392,0.00392,0.08235,0.08235,0,0,13,0,0,14,0,0,9,0,9,0,0,11,11,1,2,1,70.0,,4.0,,0,0,81,0.0,,42,0.9048,0
14286339,0,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00488,0.00488,0.00488,0.34634,0.39512,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.20000,0,0,0,13,14,0,0,0,0,0,0,0,0,0,12,1,2,1,60.0,,4.0,,0,0,79,17.0,30.0,37,0.9189,0
14286662,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00465,0.00465,0.05116,0.00465,0.23721,0.00465,0.00465,0.09767,0.00465,0.00465,0.23721,0.00465,0.28372,0.05116,0.00465,0,0,9,0,12,0,0,11,0,0,12,0,14,9,0,1,2,1,60.0,,5.0,,0,0,80,60.0,,45,0.8444,0
14287867,0,0,3,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00408,0.00408,0.24898,0.00408,0.16735,0.00408,0.00408,0.20816,0.04490,0.04490,0.00408,0.00408,0.24898,0.00408,0.00408,0,0,13,0,11,0,0,12,9,9,0,0,13,0,0,1,2,1,80.0,,5.0,,0,0,80,29.0,,44,0.9091,0
14288040,0,0,3,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00339,0.27458,0.03729,0.34237,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.03729,0.07119,0.20678,0,13,9,14,0,0,0,0,0,0,0,0,9,11,12,1,2,1,80.0,,6.0,,0,0,70,0.0,,49,0.9184,0
14288171,0,1,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08235,0.12157,0.12157,0.00392,0.04314,0.00392,0.39608,0.00392,0.20000,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,10,11,11,0,9,0,14,0,13,0,0,0,0,0,0,1,2,1,70.0,,5.0,,0,0,86,,,48,0.8125,1
14288510,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.46286,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.46286,0.00571,0.00571,0.00571,0.00571,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,2,1,60.0,35.0,3.0,,0,0,78,0.0,0.0,42,0.9524,0
14289542,0,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00408,0.00408,0.04490,0.00408,0.00408,0.00408,0.04490,0.08571,0.16735,0.00408,0.00408,0.00408,0.04490,0.16735,0.41224,0,0,8,0,0,0,8,11,12,0,0,0,8,12,14,1,2,1,80.0,,4.0,,0,0,80,18.0,42.0,44,0.9545,0
14291289,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00426,0.00426,0.08936,0.00426,0.00426,0.30213,0.00426,0.00426,0.00426,0.04681,0.38723,0.00426,0.00426,0.00426,0.13191,0,0,11,0,0,13,0,0,0,10,14,0,0,0,12,1,2,1,70.0,,5.0,,0,0,73,42.0,,46,0.8913,0
14291521,0,2,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0.61633,0.00408,0.00408,0.00408,0.00408,0.00408,0.04490,0.00408,0.00408,0.00408,0.12653,0.00408,0.00408,0.16735,0,14,0,0,0,0,0,11,0,0,0,12,0,0,13,1,2,1,60.0,,5.0,,0,0,83,14.0,,46,0.7826,0
14293317,0,1,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41538,0.10769,0.00513,0.00513,0.21026,0.00513,0.00513,0.00513,0.00513,0.10769,0.10769,0.00513,0.00513,0.00513,0.00513,14,10,0,0,13,0,0,0,0,10,10,0,0,0,0,1,2,1,60.0,,6.0,,0,0,77,,,41,0.8049,1
14293392,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.10244,0.00488,0.24878,0.05366,0.00488,0.20000,0.34634,0.00488,0,0,0,0,0,0,0,11,0,13,10,0,12,14,0,1,2,1,90.0,26.0,4.0,,0,0,73,,,46,0.9130,7
14293463,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.06667,0.00606,0.00606,0.00606,0.06667,0.00606,0.79394,0.00606,0.00606,0,0,0,0,0,0,12,0,0,0,12,0,14,0,0,1,2,1,80.0,,4.0,,0,0,81,8.0,,38,0.8947,2
14293465,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00426,0.00426,0.04681,0.00426,0.00426,0.00426,0.25957,0.00426,0.17447,0.00426,0.00426,0.00426,0.00426,0.47234,0.00426,0,0,11,0,0,0,13,0,12,0,0,0,0,14,0,1,2,1,90.0,,4.0,,0,0,79,35.0,32.0,43,0.9302,0
14293550,0,1,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00408,0.00408,0.20816,0.37143,0.00408,0.00408,0.28980,0.04490,0.00408,0.04490,0.00408,0.00408,0.00408,0.00408,0.00408,0,0,12,14,0,0,13,10,0,10,0,0,0,0,0,1,2,1,70.0,,4.0,,0,0,79,30.0,14.0,49,0.7755,2
14293584,1,1,3,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.00513,0.00513,0.00513,0.00513,0.05641,0.00513,0.00513,0.00513,0.36410,0.00513,0.00513,0.00513,0.10769,0.36410,0.05641,0,0,0,0,10,0,0,0,13,0,0,0,12,13,10,1,2,0,70.0,26.0,4.0,,0,0,0,,,47,0.8085,0
14293618,0,0,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00465,0.00465,0.00465,0.09767,0.00465,0.00465,0.56279,0.00465,0.00465,0.09767,0.00465,0.05116,0.00465,0.00465,0.14419,0,0,0,11,0,0,14,0,0,11,0,10,0,0,13,1,2,1,70.0,,5.0,,0,0,76,0.0,0.0,48,0.8542,0
14293669,0,0,4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00408,0.04490,0.00408,0.24898,0.04490,0.00408,0.24898,0.00408,0.08571,0.00408,0.00408,0.28980,0.00408,0.00408,0.00408,0,9,0,12,9,0,12,0,11,0,0,14,0,0,0,1,2,1,70.0,,5.0,,0,0,78,,,49,0.8776,0
14294340,0,2,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00444,0.22667,0.00444,0.00444,0.00444,0.00444,0.62667,0.00444,0.00444,0.00444,0.00444,0.04889,0.04889,0.00444,0.00444,0,13,0,0,0,0,14,0,0,0,0,11,11,0,0,1,2,1,60.0,,2.0,,0,0,70,13.0,11.0,45,0.8667,0
14294669,0,0,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00741,0.00741,0.00741,0.00741,0.08148,0.15556,0.37778,0.00741,0.08148,0.00741,0.00741,0.00741,0.00741,0.22963,0.00741,0,0,0,0,10,12,14,0,10,0,0,0,0,13,0,1,2,1,70.0,,6.0,,0,0,81,,,20,0.9500,1
14294760,0,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00328,0.10164,0.26557,0.00328,0.00328,0.00328,0.00328,0.10164,0.16721,0.00328,0.00328,0.03607,0.00328,0.29836,0.00328,0,10,13,0,0,0,0,10,12,0,0,9,0,14,0,1,2,1,60.0,,6.0,,0,0,74,10.0,,52,0.8462,0
14295297,0,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28980,0.00408,0.00408,0.08571,0.08571,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.04490,0.45306,0.00408,13,0,0,11,11,0,0,0,0,0,0,0,10,14,0,1,2,1,80.0,,4.0,,0,0,80,0.0,0.0,42,0.9762,0
14295343,0,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00364,0.00364,0.00364,0.29455,0.00364,0.00364,0.11273,0.07636,0.00364,0.00364,0.00364,0.04000,0.04000,0.36727,0.04000,0,0,0,13,0,0,12,11,0,0,0,8,8,14,8,1,2,1,70.0,,5.0,,0,0,86,67.0,,46,0.9348,0
14295657,0,1,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00541,0.00541,0.00541,0.05946,0.00541,0.00541,0.11351,0.00541,0.05946,0.22162,0.05946,0.00541,0.00541,0.00541,0.43784,0,0,0,9,0,0,12,0,9,13,9,0,0,0,14,1,2,0,70.0,,5.0,,0,0,0,63.0,0.0,29,0.9655,6
14295719,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.04889,0.00444,0.00444,0.18222,0.09333,0.00444,0.00444,0.00444,0.00444,0.00444,0.31556,0.31556,0.00444,0.00444,0.00444,10,0,0,12,11,0,0,0,0,0,13,13,0,0,0,1,2,1,80.0,26.0,3.0,,0,0,76,33.0,,49,0.8980,0
14296428,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.25957,0.08936,0.60000,0.00426,0.00426,0,0,0,0,0,0,0,0,0,0,13,12,14,0,0,1,2,1,60.0,,6.0,,0,0,82,27.0,21.0,49,0.8571,0
14296676,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00426,0.04681,0.00426,0.30213,0.00426,0.00426,0.08936,0.00426,0.42979,0.00426,0.04681,0.00426,0.00426,0.00426,0.04681,0,9,0,13,0,0,12,0,14,0,9,0,0,0,9,1,2,1,70.0,,3.0,,0,0,74,15.0,,49,0.8980,7
14297124,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.32973,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.54595,0.00541,0.00541,0.05946,0.00541,0.00541,13,0,0,0,0,0,0,0,0,14,0,0,12,0,0,1,2,1,60.0,,3.0,,0,0,85,35.0,,46,0.8913,0
14297687,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00339,0.00339,0.00339,0.00339,0.00339,0.03729,0.00339,0.00339,0.24068,0.00339,0.00339,0.00339,0.07119,0.54576,0.07119,0,0,0,0,0,10,0,0,13,0,0,0,11,14,11,1,2,0,80.0,,5.0,,0,0,0,14.0,,47,0.8723,0
14297989,0,0,3,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.00426,0.08936,0.00426,0.34468,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.04681,0.04681,0.00426,0.34468,0.08936,0,11,0,13,0,0,0,0,0,0,9,9,0,13,11,1,2,1,70.0,,4.0,,0,0,74,36.0,,53,0.8113,0
14298697,1,1,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.61212,0.00606,0.00606,0.00606,0.00606,0.30909,0.00606,0.00606,0.00606,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,1,2,1,50.0,24.0,3.0,,0,0,84,,,45,0.9778,1
14299108,0,2,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17714,0.00571,0.00571,0.00571,0.00571,0.00571,0.52000,0.00571,0.00571,0.00571,0.00571,0.12000,0.00571,0.00571,0.12000,13,0,0,0,0,0,14,0,0,0,0,11,0,0,11,1,2,1,90.0,,4.0,,0,0,85,90.0,99.0,47,0.8511,0
14300202,0,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13778,0.04889,0.00444,0.44889,0.00444,0.00444,0.22667,0.00444,0.00444,0.00444,0.00444,0.09333,0.00444,0.00444,0.00444,12,10,0,14,0,0,13,0,0,0,0,11,0,0,0,1,2,1,70.0,,5.0,,0,0,80,8.0,,44,0.8864,1
14300519,0,1,1,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11579,0.32632,0.11579,0.01053,0.01053,0.11579,0.11579,0.01053,0.11579,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,9,14,9,0,0,9,9,0,9,0,0,0,0,0,0,1,2,1,80.0,,4.0,,0,0,79,25.0,8.0,25,0.9600,1
14301738,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16757,0.22162,0.00541,0.00541,0.00541,0.00541,0.05946,0.05946,0.00541,0.00541,0.00541,0.16757,0.00541,0.27568,0.00541,11,13,0,0,0,0,9,9,0,0,0,11,0,14,0,1,2,0,60.0,,3.0,,0,0,0,47.0,,40,0.9250,0
14302312,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00377,0.26792,0.00377,0.00377,0.00377,0.00377,0.00377,0.04151,0.07925,0.00377,0.41887,0.00377,0.15472,0.00377,0.00377,0,13,0,0,0,0,0,10,11,0,14,0,12,0,0,1,2,1,70.0,,5.0,,0,0,81,38.0,,45,0.8889,0
14303991,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04681,0.00426,0.04681,0.04681,0.00426,0.00426,0.13191,0.00426,0.08936,0.25957,0.00426,0.34468,0.00426,0.00426,0.00426,8,0,8,8,0,0,12,0,11,13,0,14,0,0,0,1,2,1,60.0,,4.0,,0,0,82,,,42,0.9048,7
14304645,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00606,0.00606,0.00606,0.00606,0.18788,0.06667,0.00606,0.00606,0.00606,0.00606,0.43030,0.00606,0.00606,0.00606,0.24848,0,0,0,0,12,11,0,0,0,0,14,0,0,0,13,1,2,1,80.0,,5.0,,0,0,77,,33.0,46,0.8696,0
14305159,0,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00444,0.00444,0.00444,0.00444,0.00444,0.22667,0.13778,0.09333,0.00444,0.00444,0.00444,0.00444,0.49333,0.00444,0.00444,0,0,0,0,0,13,12,11,0,0,0,0,14,0,0,1,2,1,60.0,,4.0,,0,0,72,0.0,0.0,45,0.9111,0
14305284,0,2,4,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.05641,0.00513,0.36410,0.15897,0.00513,0.00513,0.00513,0.05641,0.00513,0.15897,0.00513,0.10769,0.05641,0.00513,0,8,0,14,12,0,0,0,8,0,12,0,11,8,0,1,2,1,90.0,,5.0,,0,0,72,6.0,0.0,34,0.8824,0
14305441,0,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00392,0.00392,0.00392,0.00392,0.35686,0.00392,0.12157,0.00392,0.00392,0.20000,0.00392,0.00392,0.00392,0.27843,0.00392,0,0,0,0,14,0,11,0,0,12,0,0,0,13,0,1,2,1,60.0,,5.0,,0,0,87,44.0,,45,0.9111,0
14305938,0,0,2,2015,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.01176,0.01176,0.01176,0.01176,0.01176,0.01176,0.24706,0.12941,0.24706,0.01176,0.01176,0.01176,0.24706,0.01176,0.01176,0,0,0,0,0,0,12,11,12,0,0,0,12,0,0,1,2,1,70.0,,5.0,,0,0,81,29.0,,20,1.0000,0
14306655,0,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26452,0.00645,0.00645,0.00645,0.45806,0.00645,0.00645,0.00645,0.00645,0.00645,0.00645,0.20000,0.00645,0.00645,0.00645,13,0,0,0,14,0,0,0,0,0,0,12,0,0,0,1,2,1,70.0,,6.0,,0,0,77,38.0,,28,0.8571,0
14306665,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17447,0.00426,0.00426,0.21702,0.00426,0.00426,0.00426,0.00426,0.00426,0.13191,0.00426,0.00426,0.00426,0.00426,0.42979,12,0,0,13,0,0,0,0,0,11,0,0,0,0,14,1,2,1,60.0,,3.0,,0,0,81,50.0,64.0,47,0.8723,7
14306833,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37778,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.15556,0.00741,0.00741,0.30370,0.00741,0.08148,0.00741,0.00741,14,0,0,0,0,0,0,12,0,0,13,0,11,0,0,1,2,1,60.0,25.0,6.0,,0,0,70,,,24,0.9583,0
14306885,1,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06667,0.00606,0.00606,0.18788,0.00606,0.24848,0.00606,0.00606,0.00606,0.00606,0.00606,0.06667,0.36970,0.00606,0.00606,10,0,0,12,0,13,0,0,0,0,0,10,14,0,0,1,2,1,70.0,24.0,4.0,,0,0,77,,,34,0.9118,0
14306953,0,0,4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00392,0.04314,0.00392,0.00392,0.00392,0.00392,0.12157,0.00392,0.04314,0.00392,0.00392,0.00392,0.08235,0.35686,0.31765,0,9,0,0,0,0,12,0,9,0,0,0,11,14,13,1,2,1,90.0,,4.0,,0,0,86,40.0,20.0,42,0.8571,0
14307578,0,1,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33023,0.23721,0.00465,0.00465,0.00465,0.19070,0.00465,0.19070,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,14,13,0,0,0,11,0,11,0,0,0,0,0,0,0,1,2,1,60.0,,5.0,,0,0,81,,,50,0.8600,1
14307587,0,2,4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00377,0.00377,0.00377,0.15472,0.11698,0.00377,0.04151,0.04151,0.00377,0.00377,0.07925,0.53208,0.00377,0.00377,0.00377,0,0,0,13,12,0,9,9,0,0,11,14,0,0,0,1,2,1,70.0,,4.0,,0,0,77,74.0,,46,0.9348,0
14307699,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04681,0.00426,0.00426,0.13191,0.00426,0.00426,0.13191,0.00426,0.00426,0.47234,0.00426,0.04681,0.08936,0.00426,0.04681,8,0,0,12,0,0,12,0,0,14,0,8,11,0,8,1,2,1,70.0,,4.0,,0,1,82,,14.0,34,1.0000,0
14307925,0,1,3,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10877,0.03860,0.00351,0.38947,0.00351,0.28421,0.00351,0.00351,0.00351,0.07368,0.07368,0.00351,0.00351,0.00351,0.00351,12,9,0,14,0,13,0,0,0,10,10,0,0,0,0,1,2,1,60.0,,5.0,,0,0,78,40.0,,48,0.9375,0
14308009,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40800,0.00800,0.00800,0.00800,0.16800,0.00800,0.00800,0.16800,0.00800,0.16800,0.00800,0.00800,0.00800,0.00800,0.00800,14,0,0,0,11,0,0,11,0,11,0,0,0,0,0,1,2,1,60.0,34.0,3.0,,0,0,81,61.0,64.0,21,1.0000,0
14308974,0,1,2,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15472,0.15472,0.07925,0.07925,0.00377,0.00377,0.00377,0.41887,0.00377,0.00377,0.07925,0.00377,0.00377,0.00377,0.00377,12,12,9,9,0,0,0,14,0,0,9,0,0,0,0,1,2,1,70.0,,6.0,,0,0,69,,,48,0.9792,0
14309250,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00392,0.00392,0.08235,0.12157,0.12157,0.16078,0.00392,0.00392,0.00392,0.00392,0.00392,0.47451,0.00392,0.00392,0.00392,0,0,10,11,11,13,0,0,0,0,0,14,0,0,0,1,2,1,60.0,28.0,4.0,,0,0,77,36.0,,44,0.8636,0
14309579,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19070,0.05116,0.00465,0.00465,0.00465,0.00465,0.00465,0.09767,0.00465,0.56279,0.00465,0.00465,0.00465,0.05116,0.00465,13,10,0,0,0,0,0,12,0,14,0,0,0,10,0,1,2,1,70.0,25.0,4.0,,0,0,78,,12.0,47,0.8298,0
14309655,0,2,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606,0.79394,0.06667,0.06667,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0,14,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,1,50.0,,6.0,,0,0,81,0.0,0.0,32,0.8750,0
14310169,0,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20000,0.12157,0.04314,0.35686,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.23922,0.00392,0.00392,12,11,10,14,0,0,0,0,0,0,0,0,13,0,0,1,2,1,70.0,,4.0,,0,0,83,2.0,14.0,44,0.9318,7
14311480,0,1,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44407,0.00339,0.37627,0.03729,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.07119,0.00339,0.03729,0.00339,0.00339,14,0,13,10,0,0,0,0,0,0,12,0,10,0,0,1,2,0,80.0,,4.0,,0,0,0,,8.0,46,0.8696,2
14311527,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00408,0.00408,0.00408,0.00408,0.08571,0.77959,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.08571,0.00408,0,0,0,0,12,14,0,0,0,0,0,0,0,12,0,1,2,1,60.0,31.0,4.0,,0,0,77,9.0,,48,0.8333,0
14312603,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04000,0.18545,0.00364,0.00364,0.00364,0.04000,0.04000,0.00364,0.47636,0.14909,0.00364,0.00364,0.00364,0.00364,0.04000,8,13,0,0,0,8,8,0,14,12,0,0,0,0,8,1,2,1,80.0,,3.0,,0,0,81,85.0,,45,0.9111,5
14312670,0,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00541,0.00541,0.00541,0.70811,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.16757,0.05946,0.00541,0.00541,0,0,0,14,0,0,0,0,0,0,0,13,12,0,0,1,2,1,60.0,,4.0,,0,0,79,29.0,23.0,46,0.8478,2
