964,alex-mikheev,can it be avoided ?
965,alex-mikheev,it looks like we don't need nctx here  devx ctx is enough
966,alex-mikheev,can we avoid exposing prm_ctx ?
967,maxgurtovoy,please remove this condition.
968,maxgurtovoy,struct = struct ?  you can do memcpy or use raw uint32_t with union in the structure as spdk.
969,maxgurtovoy,why do you have so complicated logic ?  why not to have 1 flow for identify success and second on for identify failure ?
970,maxgurtovoy,did it really happen and fix something or this is just nice to have line ?
971,maxgurtovoy,see comment above
972,nitzancarmi,done
973,nitzancarmi,done
974,nitzancarmi,You're right  At second look  I can merge both flows to nvmf_ctrl_update_namespace() which is much clearer (I had problems before in doing it  but they're gone as we did some code changes).
975,nitzancarmi,It avoids possible redundant calls fo fail_ctrl  but it's not really a bug. removed it.
976,nitzancarmi,Fixed above (to both use memcpy)
977,maxgurtovoy,I don't think it's the right place to put this code.
978,nitzancarmi,@maxgurtovoy  I put it at the same point as TAILQ_FOREACH_SAFE  which was already there.  Where do you think should I move them both to? src/compiler.h?
979,maxgurtovoy,Yes
980,maxgurtovoy,please mention also the ctrl.  this should be nvmx_debug.
981,maxgurtovoy,see above.
982,maxgurtovoy,please don't use __func_name convention.  maybe nvmf_ctrl_find_namespace_lock..
983,maxgurtovoy,why are you using kernel namings ?  how come it's a void function ?
984,maxgurtovoy,don't use do/while.  where did we use that in this file ?
985,maxgurtovoy,can you explain that ?
986,maxgurtovoy,any good reason for this commit ?  you allocate 4k on the stack here...
987,maxgurtovoy,here you use QTAILQ and in nvmf STAILQ ?
988,maxgurtovoy,redundant assert.
989,maxgurtovoy,unlikely ?
990,maxgurtovoy,these checks are not related to add_ns
991,maxgurtovoy,why did you move this code up ?
992,maxgurtovoy,this commit is doing much more that you described in commit message.
993,maxgurtovoy,why are you removing this code ?
994,maxgurtovoy,what ??
995,maxgurtovoy,please leave pi_type
996,nitzancarmi,Done.
997,nitzancarmi,done
998,nitzancarmi,done
999,nitzancarmi,1. I named back this function name. It just seem confusing to me (since later we would have another  update  of namespaces from get log page).  2. This is void since we actually don't care about which namespaces are discovered or not  as long as nvmf_ctrl_verify_namespaces_configured passes. This actually fixes a bug in today's implementation - where if we fail to identify a namespace that is not really needed in configuration file  we fail the connection (for no good reason ). I added an explanation to commit message on it.  
1000,nitzancarmi,I changed the implementation a bit to avoid using do/while.  I'm just trying to avoid iterating over num_pages in a for loop  as it is dependant in a changeable variable (NN).  For example: if we had 1023 namespaces when we start iterating on that list  and at the middle 2 additional namespaces were added (now we have 1025)  we will miss the last one (since it will be in a new page  not requested by us).
1001,nitzancarmi, Yes.  As I moved to using linked list  I had a problem keeping namespaces in 2 different lists in parallel -   changed  (changed_ns_list) and  current  (ctrl->ns_list)  So I started using  old / new  lists instead. Any new/modified namespace identified  is detached from the old (ctrl->ns_list) list  and be added to the new one (new_ns_list).  That way we don't need to look for namespaces we didn't see in the changed_ns_list - we can just delete all remaining  namespaces in the old list (which contains only namespaces that are no longer identified). From there  we can just use the new_ns_list from now on.  I refactored this a bit (but logic stays the same) - I think now it is clearer. Also explained in commit message.
1002,nitzancarmi,removed this commit completely. 
1003,nitzancarmi,Moved every listv to work with the QTAILQ notation.
1004,nitzancarmi,Removed
1005,nitzancarmi,Moved to seperate function nvme_ctrl_check_namespace_attrs
1006,nitzancarmi,done
1007,nitzancarmi,Done. Splitted to 2 seperate commits: validate Json file extensions  and actual linked list implementation.
1008,nitzancarmi,Done.
1009,nitzancarmi,I removed this since all the assigned parameters inside were unused.  I restored the spec violation check. Also restored the pi_type  although it is not in any use too (and I prefer not to have redundant code until it is actually used somewhere).  
1010,nitzancarmi,Removed this comment
1011,nitzancarmi,Done
1012,maxgurtovoy,We can't move code from samples to src because of licencing.  This is the bug:   define TAILQ_REMOVE(head  elm  field) do {                             \          if (((elm)->field.tqe_next)  = NULL)                            \                  (elm)->field.tqe_next->field.tqe_prev =                 \                      (elm)->field.tqe_prev;                              \          else                                                            \                  (head)->tqh_last = (elm)->field.tqe_prev;               \          *(elm)->field.tqe_prev = (elm)->field.tqe_next;                 \  } while (/*CONSTCOND*/0)    define QTAILQ_REMOVE(head  elm  field) do {                            \          if (((elm)->field.tqe_next)  = NULL)                            \                  (elm)->field.tqe_next->field.tqe_prev =                 \                      (elm)->field.tqe_prev;                              \          else                                                            \                  (head)->tqh_last = (elm)->field.tqe_prev;               \          *(elm)->field.tqe_prev = (elm)->field.tqe_next;                 \          (elm)->field.tqe_prev = NULL;                                   \    <--------  } while (/*CONSTCOND*/0)
1013,maxgurtovoy,so I recommend to take the _SYS_QUEUE_H_ from /usr/include/sys/queue.h to us and fix it there.  QTAILQ_* is QEMU version (first Q)  Also need to change the controller.c accordingly and look for more diffs in the files.
1014,maxgurtovoy,please remove all the licencing stuff from commit message.
1015,maxgurtovoy,alignment
1016,maxgurtovoy,\ is missing
1017,maxgurtovoy,maybe the compiler is not the right place for it. Just include it  queue.h  is the needed places.
1018,maxgurtovoy,it's confusing. don't do this wrapping
1019,maxgurtovoy,please add a comment here. In which case you do ns initialization ?
1020,maxgurtovoy,maybe need to memset the nsdata to 0 in case of failure
1021,maxgurtovoy,no need to set rc here.
1022,maxgurtovoy,use TAILQ notation. and please add it in the queue.h commit.
1023,nitzancarmi,Done
1024,nitzancarmi,Done
1025,nitzancarmi,Done
1026,nitzancarmi,I need to pass linked list pointer as function argument later on  so I need a named struct for it  so I can't  just work with TAILQ_HEAD(nvme_ns_list  nvme_ns)  as it is actually a declaration for  struct nvme_ns_list .  Do you prefer that I'll use  struct nvme_ns_list  instead (the struct implicitly created inside TAILQ_HEAD macro)?
1027,nitzancarmi,Done
1028,hellerguyh,why do you need to add compiler.h? 
1029,hellerguyh,what's the rationale behind cleaning this field?    if it is cleaned shouldn't also ns->id and ns->ctrl should be cleaned? 
1030,hellerguyh,`nvmf_ctrl_update_namespace` - I think this name is a bit misleading and maybe be better called nvmf_ctrl_update_namespace_in_list.   if we were working in a OO environment this was a list method (and not a namespace method)
1031,hellerguyh,redundant tabs 
1032,hellerguyh,should pi_type also be initialized here? (for cases in which nsdata->lbaf[...].ms = 0)
1033,maxgurtovoy,ok please add a comment near the typedef.
1034,maxgurtovoy,so you do use it instead of nvme_ns_list_t eventually ?  I don't understand.
1035,nitzancarmi,Done
1036,nitzancarmi,You are right. this is no longer needed. removed.
1037,nitzancarmi,If we call init_namespace from create_namespace context   than it really doesn't matter (as we will soon free the non-initialized namespace).  But in case we fail to init_namespaces from modify_namespace context  it means a  good  (in use) namespace became bad - and I might still need some namespace fields in order to decide what next to do with it. For nsdata - I didn't have to memset it  but I wanted to be aligned with ctrl->cdata handling (which is zeroed while it is stopped).
1038,nitzancarmi,You are right. updated it to use nvme_ns_list_t
1039,nitzancarmi,done
1040,nitzancarmi,done
1041,nitzancarmi,In those cases pi_type just remains 0 (as it is a sub-type of metadata).  I didn't change it's current behavior in code here.
1042,maxgurtovoy,if you change this logic please add a test with 8K namespaces configured at the target side and make sure you pass it :)
1043,maxgurtovoy,no really need to have local variable here.
1044,maxgurtovoy,I guess ctrl->ns_list should be empty here. can we add assert if it doesn't ?
1045,maxgurtovoy,make sure you run these 2 tests that were changed. And add it to commit message.
1046,maxgurtovoy,please add a comment that we check that frontend_nsid == backend_nsid since we don't support ns mapping.
1047,maxgurtovoy,we call this func for id > 0 so this can't be NULL never. please add assert here.
1048,maxgurtovoy,please use different rc
1049,maxgurtovoy,please print the rc here.  also nsid
1050,maxgurtovoy,don't use ns_iter variable.  return ns if you have a match. and NULL  in the end of the func.  same as before.
1051,maxgurtovoy,what is this override value ? and it's seems to be unrelated to this commit.
1052,maxgurtovoy,i was talking about the overriding.
1053,maxgurtovoy,why don't you use id_ns zero structure ?
1054,maxgurtovoy,need to return nvme spec return value
1055,maxgurtovoy,i don't know why we do identify to non active ns  but at least lets do it right.
1056,nitzancarmi,done
1057,nitzancarmi,done
1058,nitzancarmi,done
1059,nitzancarmi,done
1060,nitzancarmi,done
1061,nitzancarmi,done
1062,nitzancarmi,done
1063,nitzancarmi,changed.
1064,nitzancarmi,I recalled what the problem was originally. When we get the changed namespaces list via Get Log Page command (in Async events future commit)  we have to decide for each namespace - whether its new/removed/modified namespace. We do it by calling `Identify namespace` - if we fail - this namespace was deleted.    Anyway  Added an explanation to commit message too.
1065,nitzancarmi,nvme_identify_cmd() above already checks the nvme cqe status inside  and return `-1` if it is bad. The same thing happens on the similar nvmf_identify_ctrl(). I wanted to be consistent here.  
1066,maxgurtovoy,you need to lock it as you mentioned in the comment.  You do it in nvmf_ctrl_destruct_namespaces
1067,maxgurtovoy,use ENOMEM
1068,maxgurtovoy,ret = -EINVAL and goto clean_nsdata
1069,maxgurtovoy,you need to set the rc in case of default.
1070,maxgurtovoy,why don't you solve it in the nvme_driver_fail_ep function ?  what is the benefit of new sem ?
1071,maxgurtovoy,these can be moved to be after destroy_id + need to add a comment that it's allocated during cm event and destroied after id is destroyed.
1072,nitzancarmi,done
1073,nitzancarmi,I'm afraid of races. nvme_driver_fail_ep() start with taking the lock. What saves us from this scneario:    1. 2 parallel calls arrive together to nvme_driver_fail_ep()  2. First call takes lock  second one waits.  3. first call moves state to DELETING  and after that state quickly to NEW.  4. Second call takes lock  and start DELETING again (for no reason).    Instead  the new semaphore forbids any  duplicate  calls to be generated (so they won't  wait  on the lock)   and this forcidding is removed only after nvme_emu_ep_start_backend() is started successfully (e.g. any error   from now on would be on the  new  controller).
1074,maxgurtovoy,typo
1075,maxgurtovoy,need to remove 1 new line
1076,maxgurtovoy,what is 0xffffff ?
1077,maxgurtovoy,take only 4 lower bits for lsp according to the spec.
1078,maxgurtovoy,no need to   with 0xFFFF. just use uint16_t for log_size
1079,maxgurtovoy,why is this comment important ?
1080,nitzancarmi,done
1081,nitzancarmi,done
1082,nitzancarmi,done
1083,nitzancarmi,done
1084,nitzancarmi,done
1085,maxgurtovoy,why don't you follow SPDK BSD code ? NVME_GLOBAL_NS_TAG definition ?
1086,nitzancarmi,We can pass 0 or 0xFFFFFFFF according to spec. (for ctrl-wide log pages). changed it to 0 now.
1087,maxgurtovoy,maybe use SPDK example for code readability:  /**   * Asynchronous Event Request Completion   */  union spdk_nvme_async_event_completion {          uint32_t raw;          struct {                  uint32_t async_event_type       : 3;                  uint32_t reserved1              : 5;                  uint32_t async_event_info       : 8;                  uint32_t log_page_identifier    : 8;                  uint32_t reserved2              : 8;          } bits;  };    with needed adaptation.
1088,maxgurtovoy,maybe add a new func that does handle of TYPE_NOTICE ?
1089,maxgurtovoy,please comment that you default to static
1090,maxgurtovoy,I don't understand why all the logic in this feature is void and best effort. what will be the behaviour if something will go wrong ?
1091,maxgurtovoy,see the layer progress we did in nvmf_emu_fail_ctrl as an example:  nvmf_ctrl_attach_namespace -> nvme_emu_ep_attach_volume -> nvme_driver_attach_ep_volume (here you need to check that the driver type is not MULTIPLE_EP) -> driver->nvme_ctrl_attach_namespace(driver->dev->ctrl  nsid  ...)
1092,maxgurtovoy,didn't we discuss it ?
1093,maxgurtovoy,you can use dev->ctrl + casting instead of this embedded struct.
1094,maxgurtovoy,no need for typedef.  please move this to src/nvme_emu.h
1095,maxgurtovoy,maybe pass pointers to functions and keep it in driver->attach_ns and driver->detach_ns
1096,maxgurtovoy,i don't understand this new name. see above.
1097,maxgurtovoy,use defines from nvme.h:  enum NvmeLogIdentifier {      NVME_LOG_ERROR_INFO             = 0x01       NVME_LOG_SMART_INFO             = 0x02       NVME_LOG_FW_SLOT_INFO           = 0x03       NVME_LOG_CHANGED_NS_LIST_INFO   = 0x04   };  
1098,maxgurtovoy,please add a task in RM to add a cmd_dump here
1099,maxgurtovoy,let's support 1 outstanding for now. please comment it's a zero based value
1100,maxgurtovoy,it's slow path. no need likely here.
1101,maxgurtovoy,you need to make sure that host didn't set unsupported async events.  fail it otherwise with proper rc.  why you need a lock here ?
1102,maxgurtovoy,unlikely/likely is only for fastpath always
1103,maxgurtovoy,code conventions
1104,maxgurtovoy,if no real need to have many inflight async events it will ease the code.  Also shouldn't we add additional reqs for async ? according to spec and SPDK imp ?
1105,nitzancarmi,done
1106,nitzancarmi,done
1107,nitzancarmi,done
1108,nitzancarmi,I removed NVME_METADATA_SIZE_OVERRIDE.  Now we can just modify NVME_METADATA_SIZE to whatever we like  and it will be the expected value for all namespaces. 
1109,nitzancarmi,removed
1110,nitzancarmi,as we talked  I keep it as  best effort  for now.
1111,nitzancarmi,done
1112,nitzancarmi,done
1113,nitzancarmi,done
1114,nitzancarmi,done
1115,nitzancarmi,done
1116,nitzancarmi,done
1117,nitzancarmi,done
1118,nitzancarmi,done
1119,nitzancarmi,done
1120,nitzancarmi,According to spec:  It is recommended that implementations support a minimum of four  Asynchronous Event Request Limit commands outstanding simultaneously.  So I prefer to support that if I can (I need to keep track of pending events anyway).    I didn't find any  additional  requests for async on spec./spdk  only in kernel code (since they want to avoid the annoying block layer timeouts there).
1121,nitzancarmi,Please don't pass qid only for printing purposes.  Maybe just pass  nvmf_rdma_qpair_t *queue  as an argument   and you should have all parameters you need (qid  cm_sem).  
1122,maxgurtovoy,please add a comment above it. 
1123,maxgurtovoy,yup.
1124,maxgurtovoy,see nvmf_keep_alive_thread for example.
1125,maxgurtovoy,this start to be tricky since we remove the lock in the cm_handler.  we might have a race here.
1126,hellerguyh,why shouldn't I pass a field only for print?
1127,hellerguyh,are you referring to the queue->state_lock? if so  it was removed from the cm thread 
1128,maxgurtovoy,I don't understand why you pass stderr here. don't you pass it in the init function ?
1129,maxgurtovoy,can you create an opposite destruction function ?
1130,vasilyMellanox,Because it's different flow inside the fatal macro (assertion) and init function it's for signals in cases like segmentation fault etc. 
1131,vasilyMellanox,added
1132,maxgurtovoy,and use it properly too ?
1133,maxgurtovoy,but you have 1 global FILE that you set in the beginning. why not calling debug_print_backtrace(); ?  The idea of adding args is to have more flows and options. but you always call it with stderr and 0.  Where do you think using different file in the init function and different file in the backtrace ?
1134,vasilyMellanox,We don't want to call off the backtracing at all...
1135,vasilyMellanox,It's already used in the gtest added in the next commit
1136,vasilyMellanox,it's the initial commit in the serias (according to Sasha) - will be added more features to backtracing
1137,vasilyMellanox,it's just a macro that can be used without main - where I put init (in tests section for example)
1138,maxgurtovoy,why not ?
1139,maxgurtovoy,No you didn't use debug_print_backtrace in the next commit.  And in this commit set debug_print_backtrace exactly for the needs of this patchset  otherwise it will stay like this forever.  The right architecture should be:  call debug_print_backtrace();  if global stream is NULL --> return (since nobody run the initialization)  else use the global stream.
1140,maxgurtovoy,what about fix to devx_init_dev ?
1141,maxgurtovoy,see function definitions convention in the code.  also call it nvmf_rdma_get_cm_event and evt to be expected evt.  you must make the code readable.
1142,maxgurtovoy,if (rc)  maybe we should move the cm_fd to O_NONBLOCK ? consulte with Alex.
1143,maxgurtovoy,what was changed here ?
1144,maxgurtovoy,again
1145,maxgurtovoy,let's change the huge create function to call:  - nvmf_rdma_resolve_addr (this will take care that addr_resolved handler finished successfully)  - nvmf_rdma_resolve_route (this will take care that route_resolved handler finished successfully)  - nvmf_rdma_connect (this will take care that connected handler finished successfully and we establish connection)
1146,maxgurtovoy,can we remove this sem ?
1147,hellerguyh,yes
1148,hellerguyh,you are right  it is moved in the next commit. 
1149,hellerguyh,ok
1150,hellerguyh,it's a good idea  maybe it will be more intuitive if we separate it into:   1. nvmf_rdma_resolve_addr: performs rdma_resolve_addr  and waits for RDMA_CM_EVENT_ADDR_RESOLVED  2. nvmf_rdma_resolve_route: performs rdma_resolve_route  and waits for RDMA_CM_EVENT_ROUTE_RESOLVED  3. nvmf_rdma_connect: performs rdma_connect and waits for RDMA_CM_EVENT_CONNECT_RESPONSE/RDMA_CM_EVENT_ESTABLISHED
1151,hellerguyh,it doesn't show but the if (rc) was fixed 
1152,hellerguyh,changed
1153,maxgurtovoy,why don't you ack inside the nvmf_rdma_get_cm_event func ?
1154,maxgurtovoy,which event is expected ? need to print.
1155,maxgurtovoy,if you always print from the nvmf_rdma_get_cm_event in case of an error  you don't need to print twice.
1156,maxgurtovoy,don't add \n to nvmx_error. it's done already.
1157,maxgurtovoy,usually we don't destroy resources that we didn't created in the function. You already have the infrastructure in the main q_alloc function for that.
1158,maxgurtovoy,please hide all the ack_cm_event to a proper place. In the new arch  the function should get the event and make sure that we ready to get another event in the future.
1159,maxgurtovoy,pfd = {0};
1160,hellerguyh,this error message also includes the queue id. (inside of the nvmf_rdma_get_cm_event we don't have the queue id)
1161,maxgurtovoy,please add a comment above  that negative timeout means infinity that means you will be triggered by the rdma_cm
1162,maxgurtovoy,TIMEOUT.  also above.
1163,hellerguyh,because there are cases where you need the event data afterwards.   for example: in nvmf_rdma_connect you get the RDMA_CM_EVENT_CONNECT_RESPONSE  and then use it in nvmf_rdma_alloc_reqs_rsps. 
1164,hellerguyh,see the above note  we need the data from the event in further logic.   in addition  in this new architecture while application is handling an event it doesn't need to be ready for another event.
1165,hellerguyh,ok
1166,hellerguyh,ok
1167,hellerguyh,ok
1168,hellerguyh,ok
1169,hellerguyh,ok
1170,maxgurtovoy,please remove the above commented out lines.  also in the below
1171,yshestakov,done
1172,yshestakov,`optparse` is an outdated module. It is recomended to use `argparse` instead starting Python 2.7
1173,yshestakov,I suggest to add a few Python3-compat rows:  `from __future__ import print_function`
1174,yshestakov,`parser = argparse.ArgumentParser()`
1175,yshestakov,`parser.add_argumen(...)`
1176,yshestakov,`print(....)` -- as a function call
1177,yshestakov,It make sense to run `mlxconfig q` only once  parse the output into a dictionary  check for needed  components   build `mlxconfig set` command parameters
1178,nitzancarmi,Maybe we can use something less text-dependant  like:  `ls /sys/bus/pci/drivers/mlx5_core/ | grep 0000 | sed 's/^.....//'`
1179,nitzancarmi,Better to use out.splitlines()  
1180,yshestakov,`lspci -d 15b3:a2d2`  :)    ```  [root@r-nvmx02-snic  ]  lspci -d 15b3:a2d2  03:00.0 Ethernet controller: Mellanox Technologies MT416842 BlueField integrated ConnectX-5 network controller  03:00.1 Ethernet controller: Mellanox Technologies MT416842 BlueField integrated ConnectX-5 network controller  03:00.2 Ethernet controller: Mellanox Technologies MT416842 BlueField integrated ConnectX-5 network controller  03:00.3 Ethernet controller: Mellanox Technologies MT416842 BlueField integrated ConnectX-5 network controller  ```
1181,maxgurtovoy,actually it's much faster to check each param separately 
1182,maxgurtovoy,better to comment that:  /* how much time to wait before the next IO RETRY */
1183,maxgurtovoy,is this new definition ?  if so  I don't see it in this commit
1184,maxgurtovoy,please fix that and we'll merge.  Also please mention in the commit message what is the backend used for fio_verify
1185,vasilyMellanox,added  commit amend issue
1186,vasilyMellanox,fixed
1187,maxgurtovoy,please add a condition to nvme_emu_ep_activate_sq  that you will run ep->ep_ops.activate_sq(ep  sqid); only if the cqid that is associated with this sqid is in NVME_EMU_EP_QUEUE_ACTIVE state.    cq =  ep->cqs[ep->sqs[sqid].cqid]  if (cq->state  = NVME_EMU_EP_QUEUE_ACTIVE ) return an error.
1188,nitzancarmi,done
1189,nitzancarmi,maybe it is cleaner to use  paths : [{}]    (I checked it briefly and it doesn't seem to matter)
1190,yshestakov,Thanks
1191,maxgurtovoy,we can leave it as an example for good configuration.
1192,maxgurtovoy,i don't think we need mlx5_1 file. we use mlx5_2/3/4/5 for nvme
1193,yshestakov,We need to have if only 1 nvme pf is enabled.
1194,yshestakov,It's added into `/etc/nvme_snap/` directory. I've changed  configure option `--sysconfdir=/etc/nvme_snap`
1195,nitzancarmi,I prefer that all ctrl->id_ctrl fillings will be under nvme_ctrl_id_init(). It is easier to maintain it that way.  Please move it there (you can reach the bar from there easily through ctrl->dev->bar.curr).
1196,nitzancarmi,please add comment that UUID is not included in id_ns  and therefore we don't do this memcpy.
1197,nitzancarmi,Can't we just use memcpy(id_desc->nid  nid  sizeof(nid)) instead of this complex function?  AFAIK  union  allocates 16 bytes no matter what  so worst case we will compare some trailing zeroes.
1201,nitzancarmi,If I understood correctly  the reason you moved this code out of samples/controller.c is for using it also inside src/nvme_emu_io_driver.c. I don't think driver should be aware of namespace management type value (see below)  so this change is no longer needed IMO.
1202,nitzancarmi,In addition - from nvme spec:  Version (VS): Indicates support for revision 1.2 or higher revisions of the PCI Power Management Specification.  - I think this version number from the bar is not related to the NVMe spec. version. The way I see it - ctrl.ver value needs to be taken from JSON file ( ctrl.ver )  and we also need to verify that any new remote target that we discover matches this value (at least) - similar to how we checked oncs in src/nvmf_emu_ctrl.c (nvmf_ctrl_verify_oncs_configuration). The default value for this can be 1 1 0 I think.
1203,nitzancarmi,Please don't do in-place modifications for  value . Someone might be using this value later (outside of this function) and he won't understand how it got modified here. It is actually better to put  const  before the function parameter.
1204,nitzancarmi,Not sure I understand the calculations in this function. Can you please add comments here of what you did?  Also  why we can't use the built-ins be64toh() etc. here?
1205,nitzancarmi,The warning is too long for users to understand - I think it is enough to say  Namespace  d: Global ID is set to 0 .
1206,nitzancarmi,If we fail it supposed to be only when there is **BAD** global ID configured on JSON (missing values just causes default assignments). So we need to use nvmx_error( bad nid .... ) here and go to error flow
1207,nitzancarmi,please add NVME_NS_IDENTIFIER_NONE = 0x0 for backward compatability.
1208,nitzancarmi,We have to preserve backward compatibility. In case we don't have nidt configured - please put default one (NVME_NS_IDENTIFIER_NONE - see below).
1209,nitzancarmi,It is not an error - just set a warning and put NVME_NS_IDENTIFIER_NONE. You can look at how we parse backned type ( memdisk / posix_io / nvmf_rdma ) in nvme_driver_create() as an example.
1210,nitzancarmi,please use the right types (uint32_t  uint16_t etc.) and not regular ints.
1211,nitzancarmi,Please check that  dummy  controllers JSON files still work. they shouldn't have  global  values included  but they still needs to work as before. Also add this to the  Tests:  section in commit message
1212,nitzancarmi,all functions in this file needs to have nvme_json_... prefix  instead of just json_
1213,nitzancarmi,After we add version validation in nvmf_emu_ctrl.c to previous commit  We don't need this  ver  value anymore.
1214,nitzancarmi,This version validation needs to be in the previous commit  and in a separate function (like nvmf_ctrl_verify_oncs_configuration()). Anyway  Why is this relevant for dynamic namespaces only?
1215,nitzancarmi,We don't need to cache this value here (see below - We don't really have to know if we're in static/dynamic namespace management).
1216,nitzancarmi,After we check that version in previous commit  we can only check one of these values here
1217,vasilyMellanox,fw writes ver on the start stage
1218,vasilyMellanox,sscanf issue
1219,nitzancarmi,small type in commit message ( net  instead of  next )
1220,nitzancarmi,We always return 0 here (we always update ns_mgmt_type)   so maybe just return the chosen ns_mgmt_type value (instead of filling the pointer).
1221,nitzancarmi,Commit message is a little confusing. we return error only if target is less than 1.1 **and dynamic namespace management** (like you explained me :-)). In case of static - we never return error because of this.
1222,nitzancarmi,Please move this default assignment inside nvme_json_get_global_id.  If we are returned with error from nvme_json_get_global_id  this is a REAL error (e.g. something is wrong with JSON) and we should fail here (not warn and continue).
1223,nitzancarmi,still needs that check :-)
1224,nitzancarmi,still needs to shorten print
1225,nitzancarmi,Still needs a fix here
1226,nitzancarmi,Here you need to assign NVME_NS_IDENTIFIER_NONE  set warning and continue (not fail with error)
1227,nitzancarmi,please add the  buf  to the print
1228,nitzancarmi,You need to add case for NVME_NS_IDENTIFIER_NONE. It is not an error if we reach this.
1229,nitzancarmi,Actually  if we are in STATIC ns_mgmt_type  we don't care about target's descriptors list at all  am I right?  So  we can just finish here and not enter the whole if/else below.
1230,nitzancarmi,You cannot move the pointer of  data  here  and then free it afterwards. You need another pointer to iterate through the list.
1231,nitzancarmi,I don't understand the purpose of this  while . If we only need 1 nid (for this stage)  lets just take the first element in the list and use it.
1232,nitzancarmi,Please don't put  return 0  at this stage  use  goto  to the end of function instead. It makes the code harder to understand  causes duplicate code (we call  free(data)  in a lot of different places)  and it will be difficult to add/remove code from this function later. 
1233,nitzancarmi,Please use memcmp  like it is used in the beginning of the function (we need to be consistent in our  comparison handling).
1234,nitzancarmi,Please add some additional tests to the  Tests:  section:   - Run with  dummy  controllers JSON file.   - Run with  static / Dynamic  namespaces management.   - Run with all 4 possible types serial IDs (no serial ID  eui64  nguid  uuid).   - Run with SPDK intermediate target (customer's case).   - (If possible) Run with old ( < 1.1) remote NVMf target.
1235,nitzancarmi,Thinking about this further - **Any entry should be of size nidl+4 ** not just nidl**.  Are you sure this is the right jump? Did you check target with more than 1 uid?
1236,maxgurtovoy,please write the misconfiguration scenarios in detail.
1237,maxgurtovoy,why are you continue with the flow in case you have an error ?
1238,nitzancarmi,I want to print all the misconfigurations in a row (if there are multiple)  instead of just the first one.
1239,maxgurtovoy,I know the result of it  but why doing it and where did you see that we accumulate error ?
1240,maxgurtovoy,can you fix alignment please ?
1241,maxgurtovoy,I guess this will be fixed after you rebase over my code.
1242,maxgurtovoy,let's keep conventions:  if () {  } else if () {  }
1243,maxgurtovoy,this if can be removed (we can set 0 and it's ok).
1244,maxgurtovoy,should we remove the on behalf ? This is also a tunneled command..
1245,maxgurtovoy,same as for the QUERY_ROCE address
1246,maxgurtovoy,on behalf should be changed to tunneled command
1247,maxgurtovoy,on behalf should be changed to tunneled command
1248,maxgurtovoy,on behalf should be changed to tunneled command
1249,maxgurtovoy,this should be changed to tunneled command
1250,maxgurtovoy,I've changed the to MLX5_OBJ_TYPE_DEVICE_EMULATION enum
1251,maxgurtovoy,on_behalf to tunnel cmd...
1252,maxgurtovoy,on_behalf to tunnel cmd...
1253,maxgurtovoy,i mentioned this in the previous review  so you can ignore it
1254,maxgurtovoy,ignore the previous review
1255,maxgurtovoy,this is not tunneled command since mkey/psv is created by FW.
1256,maxgurtovoy,what if cdata.mdts == 0 ?  also the logic is not right.  mdts is the host_mdts.
1257,maxgurtovoy,In case we can't read mdts we use NVME_CTRL_MDTS_DEFAULT. so please add a test that you don't have mdts in the json and see if you pass it.
1258,snimrod,Why do you need 64 bits for a hard coded 9 bits string? This is of course a non-issue but I just wander why 64 and not 32 or 16 for that matter.
1259,snimrod,I guess you meant return rc
1260,nitzancarmi,you're right  I removed param[] completely.
1261,nitzancarmi,Right  I didn't check all error flows again after a minor change I did right before commiting. Fixed and re-checked.
1262,alex-mikheev,you can use if () goto...; if () goto; code here and save on the indentation
1263,hellerguyh,maybe it's better to put the lock under [/var/lock](https://refspecs.linuxfoundation.org/FHS_3.0/fhs/ch05s09.html)?
1264,hellerguyh,maybe print here errno as well so we will be sure it fails because of another process
1265,hellerguyh,can be set in definition
1266,hellerguyh,errno here as well
1267,hellerguyh,not sure about this one  I think our services run in user context (I might be mistaken here)  if it's correct and we lock the file from root without closing it for some reason (let's say power off) then services won't be able to open it.   Maybe it's better to have permission as 0666? I don't see how it can cause harm.
1268,nitzancarmi,done
1269,nitzancarmi, m is a GCC standard to print the errno :-)
1270,nitzancarmi,done
1271,nitzancarmi,already printed  as said before
1272,nitzancarmi,Hmm very interesting scenario.  I checked: start emulation  run FW reset (brutal reboot)  and see if the file still exist.  AND (drums...) it didn't - meaning when the process dies  it unlinks the file  and the file disappears (and there is no problem running new processes).  So I think it is better to keep it 0600 to block malicious users from modify that file.
1273,vasilyMellanox,The  else if  condition could shorter if you sum slba and nlb and after that shift by block_order
1274,vasilyMellanox,same as above
1275,vasilyMellanox,the same
1276,vasilyMellanox,the same
1277,vasilyMellanox,in case of  size_mb - the size_mb zero and not NVME_DISK_DEFAULT_SIZE
1278,nitzancarmi,done
1279,nitzancarmi,done
1280,nitzancarmi,done
1281,vasilyMellanox,le64_to_cpu(rw->slba) + le16_to_cpu(rw->nlb) + 1  
1282,vasilyMellanox,I mean if size_b get zero value from the config => the func will return zero and won't reset size_b to NVME_DISK_DEFAULT_SIZE
1283,nitzancarmi,Ohh now I see it. You're right  fixed 
1284,nitzancarmi,done
1285,snimrod,Looks like duplicate code of the Read above (identical other than read/write print)  please make it a function and reuse the code.
1286,snimrod,Where this 20 value comes from? it is bad practice to use hard coded values (especially when they are repeated as in here)  please use define with a meaningful name.  I see you just moved this function and not wrote it but let's use this opportunity to fix this.
